title,company_name,location,via,thumbnail,extensions,description,job_id,posted_at,schedule_type,salary,date_time,search_term,search_location,work_from_home
"Junior Quant Researcher, ML Alpha Research",Squarepoint Capital,"New York, NY (+4 others)",Simplify,https://serpapi.com/searches/68512e0a304eba87d76c3eeb/images/c3918cc1e2b0c0efd4628f3dec7e86aab546cd885ac4e807978470ec37929241.gif,"['18 days ago', '60K a year', 'Full-time', 'Health insurance', 'Dental insurance']","Please only apply to the one job you feel best fits your skillset and experience. If our team feels you are better suited for another role, we will reach out about the alternate opportunity.

Position Overview:
• Research statistical techniques such as time-series methods, machine learning and NLP to extract value from data
• Analyze large data sets using advanced statistical and ML methods to identify trading opportunities
• Help to develop statistical and ML based tools and techniques to solve complex data related problems throughout the firm.

Typical Day:
• Primary focus throughout the day is on researching new statistical and ML techniques and exploring datasets
• Discuss and present research results with other researchers
• Deploy and monitor models used to generate trading signals.

Required Qualifications:
• Quantitative background - includes advanced degrees in computer science, machine learning / NLP, statistics, signal processing, optimization, mathematics and related STEM subjects (masters or higher)
• Demonstrated ability for doing high quality and rigorous research, along with communicating results to stakeholders.
• Programming proficiency with at least one major programming or scripting language (e.g. python, kdb-q, )
• Strong communication skills and ability to work well with colleagues across multiple regions
• Ability to work well in collaborative and high pace settings, and drive projects to completion in accelerated timelines.

The minimum base salary for this role is $60,000 if located in New York. This expectation is based on available information at the time of posting. This role may be eligible for discretionary bonuses, which could constitute a significant portion of total compensation. This role may also be eligible for benefits, such as health, dental, and other wellness plans, as well as 401(k) contributions. Successful candidates’ compensation and benefits will be determined in consideration of various factors.",eyJqb2JfdGl0bGUiOiJKdW5pb3IgUXVhbnQgUmVzZWFyY2hlciwgTUwgQWxwaGEgUmVzZWFyY2giLCJjb21wYW55X25hbWUiOiJTcXVhcmVwb2ludCBDYXBpdGFsIiwiYWRkcmVzc19jaXR5IjoiTmV3IFlvcmssIE5ZIiwiaHRpZG9jaWQiOiJsa09ya3lKQlJLY09STEswQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJV1RtVjNJRmx2Y21zc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,18 days ago,Full-time,60K a year,2025-06-17 11:07:32.267440,Quantitative Researcher,"New York, United States",
Quantitative Sports Researcher – Graduate Hire,"Susquehanna International Group, LLP (SIG)","Bala Cynwyd, PA",Susquehanna International Group,https://serpapi.com/searches/68512e0a304eba87d76c3eeb/images/c3918cc1e2b0c0ef945b4d7ff61ce40d0dab89b9b8f17b112af19c0a48849c3c.gif,"['1 day ago', 'Full-time']","Overview

At Susquehanna , the Sports Analytics team builds statistical forecasting models that help provide liquidity for the sports betting industry. These models are vital to creating new trading strategies and informing decision-makers about the distribution of game events. By joining our Sports Analytics team, you will be part of a group that is passionate about mathematics, gaming, and technology.

In this role, you will
• Immerse yourself in sports analytics research
• Empirically test ideas using real industry data
• Write programs to implement models and simulate outcomes
• Discuss and collaborate with fellow researchers, traders, and technologists

What we're looking for
• Graduating Master's or PhD students in a quantitatively-driven field
• Solid, analytical problem-solving skills and excellent logical reasoning
• Exceptional communication skills, both in the ability to understand others and to make yourself clearly understood
• Strong, practical computer programing skills
• Demonstrated experience working on sports analytics projects
• Understanding of US Sports (NFL, NBA, MLB, NHL) and world sports (soccer, tennis, golf, cricket)
• Intermittent international travel may be required

If you're a recruiting agency and want to partner with us, please reach out to recruiting@sig.com. Any resume or referral submitted in the absence of a signed agreement will not be eligible for an agency fee.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgU3BvcnRzIFJlc2VhcmNoZXIg4oCTIEdyYWR1YXRlIEhpcmUiLCJjb21wYW55X25hbWUiOiJTdXNxdWVoYW5uYSBJbnRlcm5hdGlvbmFsIEdyb3VwLCBMTFAgKFNJRykiLCJhZGRyZXNzX2NpdHkiOiJCYWxhIEN5bnd5ZCwgUEEiLCJodGlkb2NpZCI6IkI3R3VyZXAwb1ZEVVc3c0dBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lXVG1WM0lGbHZjbXNzVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,1 day ago,Full-time,,2025-06-17 11:07:32.267440,Quantitative Researcher,"New York, United States",
Quant Researcher,Maven Securities,"Chicago, IL",Built In Chicago,https://serpapi.com/searches/68512e0a304eba87d76c3eeb/images/c3918cc1e2b0c0ef7aeea75f571b2ac7dc88bd536daabf4b6f514727fa061eff.gif,"['15 days ago', '100K–150K a year', 'Full-time', 'Health insurance', 'Dental insurance']","As a Quant Researcher you will work collaboratively with traders and researchers to tackle problems in the computational, data processing, signal generation, and signal combination spaces. We will teach you the skills to develop expertise in doing quantitative research and development across a variety of financial domains and time-horizons including: options, futures, and equities. You will complete Options training, apply your academic research abilities and learn how to perform research on real-world data of varied volume and sampling frequency across a variety of domains.

Responsibilities:
Design, evaluate and continuously improve our automated trading algorithms
Build quantitative pricing models, for example American Option Pricing and Volatility Modelling
Research and analyse trading data to find and test trading opportunities

What we are looking for:
Academic degree in applied mathematics, engineering or physics (Masters or PhD)
Relevant programming experience in at least one language (Python, C++, C#)
The ability to solve new and unfamiliar problems quickly and creatively
Good communication skills, being able to present the results of a research clearly
Proactive interest in improving existing trading strategies and identifying new opportunities
Knowledge of financial markets, particularly options and future is a bonus, but not required

Please note, this position is aimed at those who have fewer than 3 years professional work experience - if you have any questions regarding eligibility, please contact emergingtalent@mavensecurities.com

Our Benefits:

At Maven our goal is to create an environment that empowers and motivates our employees to maximize their potential. Our comprehensive benefits package is designed to optimize performance, reward our employees, and allow them time to pursue their passions.

Benefits at Maven include medical, dental, and vision coverage for employees and their dependents, employer paid short term and long term disability and life insurance, as well as paid parental leave. Maven also offers retirement plans with an employer match and an annual learning and development stipend for all employees.

Compensation:

Total Compensation Range: $150,000-180,000",eyJqb2JfdGl0bGUiOiJRdWFudCBSZXNlYXJjaGVyIiwiY29tcGFueV9uYW1lIjoiTWF2ZW4gU2VjdXJpdGllcyIsImFkZHJlc3NfY2l0eSI6IkNoaWNhZ28sIElMIiwiaHRpZG9jaWQiOiJWU3FyZXFzM0N6RDFJZFprQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJV1RtVjNJRmx2Y21zc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,15 days ago,Full-time,100K–150K a year,2025-06-17 11:07:32.267440,Quantitative Researcher,"New York, United States",
Quantitative Researcher,Tanius Technology,"Alamo, CA",Built In San Francisco,https://serpapi.com/searches/68512e0a304eba87d76c3eeb/images/c3918cc1e2b0c0ef314cc8c7b34deb34f761b01cc5de6deeefddfd2488df0e16.gif,"['6 days ago', 'Full-time', 'No degree mentioned']","At Tanius we have a high standard. Our people come in each day ready to work hard, adapt to new challenges, and find solutions. We are looking for motivated individuals to develop and test new trading systems. Your role will include using the latest machine learning techniques to analyze mountains of market data and apply them to new and existing trading models.

As a researcher you will work closely with traders and developers to analyze market data and trading strategies, and develop new ways to approach the market.

You need to have a working skillset in programming, preferably python, with some exposure to C/C++ or other compiled languages. On the statistics side, you will need a working knowledge of statistics and linear algebra.

Tanius maintains a large suite of tools to enable fast, iteratable research, including very large on premise clusters for optimization and fitting as well as a suite of programmatic apis to our custom tick database and fitting systems. Whatever research you are doing, we'll be able to help scale it quickly.

This position will be tailored to employ your strengths. We are looking for self-starters with a passion for trading.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlciIsImNvbXBhbnlfbmFtZSI6IlRhbml1cyBUZWNobm9sb2d5IiwiYWRkcmVzc19jaXR5IjoiQWxhbW8sIENBIiwiaHRpZG9jaWQiOiJJVURJbTJobGNHUzhUSUNzQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJV1RtVjNJRmx2Y21zc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,6 days ago,Full-time,,2025-06-17 11:07:32.267440,Quantitative Researcher,"New York, United States",
Quantitative Researcher - 2025 PhD Graduate (Europe),Citadel,United States,Citadel Securities,https://serpapi.com/searches/68512e0a304eba87d76c3eeb/images/c3918cc1e2b0c0ef17215a993e39dd999227da22d57fd54ad02eae0afd44d57f.gif,"['1 day ago', 'Full-time']","At Citadel Securities, a leading global market maker, our team of quantitative researchers models the markets and brings trading strategies to life every day. Specifically, this team develops and tests automated quant trading strategies using sophisticated statistical techniques. You’ll get to challenge the impossible in quantitative research by applying sophisticated and complex statistical techniques to financial markets, some of the most complex data sets in the world.

Your Objectives
• Conceptualize valuation strategies, develop, and continuously improve upon mathematical models and help translate algorithms into code
• Back test and implement trading models and signals in a live trading environment
• Use unconventional data sources to drive innovation
• Conduct research and statistical analysis to build and refine monetization systems for trading signals

Your Skills & Talents
• PhD degree in mathematics, statistics, physics, computer science, or another highly quantitative field
• Strong knowledge of probability and statistics (e.g., machine learning, time-series analysis, pattern recognition, NLP)
• Prior experience working in a data driven research environment
• Experience with translating mathematical models and algorithms into code (Python, R or C++)
• Independent research experience
• Ability to manage multiple tasks and thrive in a fast-paced team environment
• Excellent analytical skills, with strong attention to detail
• Strong written and verbal communication skills

Opportunities available in London.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlciAtIDIwMjUgUGhEIEdyYWR1YXRlIChFdXJvcGUpIiwiY29tcGFueV9uYW1lIjoiQ2l0YWRlbCIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6Im92NWxqV3MxQzRUeDBvU0pBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lXVG1WM0lGbHZjbXNzVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,1 day ago,Full-time,,2025-06-17 11:07:32.267440,Quantitative Researcher,"New York, United States",
Summer 2025 Fellowship - Quantitative Research and Polling Fellow,The African American Policy Forum,"New York, NY",LinkedIn,https://serpapi.com/searches/68512e0a304eba87d76c3eeb/images/c3918cc1e2b0c0ef872b319d7290e6cc80b0b6f6068a18e8f74c109070fff9bf.gif,['27 days ago'],"The African American Policy Forum (AAPF) is thrilled to announce that applications are now open for its 2025 Summer Fellowship Program. This ten-week, U.S.-based fellowship offers a unique opportunity to contribute to AAPF’s mission.

The fellowship is a full-time, 40-hour-per-week paid position, running from Monday, June 9, 2025, through Friday, August 15, 2025, with a strong preference for candidates located in New York, the DC/Baltimore area, and Nashville. Due to the intensive and immersive nature of the program, fellows must commit exclusively to the AAPF Summer Fellowship and may not concurrently participate in other fellowships.

AAPF is seeking a Qualitative Research Summer Fellow to join our team, specializing in focus group methodologies. We are seeking an individual with a strong background in the social sciences and/or data science who has conducted research using focus group and qualitative methodologies.. The RFMP Qualitative Research Summer Fellow will contribute to research projects by helping to design focus group research to collect and subsequently analyze primary data related to RFMP objectives, develop presentation decks for stakeholders and funders, and produce high-quality written reports and publications. This is a 10 week summer fellowship reporting directly to the Director of Strategic Initiatives.

Duties And Responsibilities Include, But Are Not Limited To
• Develop a plan to expand the organization’s capacity to conduct qualitative research using focus group methodology; Knowledge of or experience with Qual Board methods a plus;
• Designing research instruments such as focus group protocols, interview guides, and open-ended survey questions;
• Work closely with Quantiitative Research Fellow to integrate research approach/design/outcomes using focus group methodology
• Conducting in-depth virtual or in-person interviews through focus groups across different demographics;
• Contributing to the creation of clear, compelling data visualizations (e.g., graphs, dashboards, infographics) to communicate findings to funders, partners, and the general public; and
• Preparing communications, such as memos, emails, newsletters, reports, and other correspondence.

The ideal candidate should have
• Bachelor's degree or higher in the social sciences, data sciences, or related field for qualitative methodologies
• Demonstrated proficiency in statistical analysis, survey design, and qualitative research methods
• Ability to translate complex concepts into clear, accessible prose
• Experience in multidisciplinary research using focus group research and methodologies
• Familiarity with different approaches within the field to elicit the best focus group data from target groups
• Familiarity with challenges in recruiting difficult to reach constituencies and strategies for building the respondent pool
• Experience with qualitative data analysis software tools (Atlas, NVivo, MAXQDA, Dedoose) desirable.
• Experience with data visualization tools (Tableau, Power BI, ggplot2) is a plus but not required

AAPF’s Core Competencies Include
• Intersectionality:
• Scholarly understanding of Critical Race Theory and Intersectionality
• Familiarity with Kimberlé Crenshaw's work
• Communication & Collaboration
• Strong written and verbal communication
• Ability to work closely with others and foster professional relationships within the organization and with professional organizations
• Intellect & Curiosity
• Critical thinking skills; strategic and analytical approach to your work
• Desire to continue to deepen and/or widen expertise
• Autonomy & Leadership
• Taking initiative to identify opportunities and projects & pitch to leadership
• Strong organizational, multi-tasking, and prioritizing skills

Salary: You will receive two payments of 3,000 throughout the 10 weeks",eyJqb2JfdGl0bGUiOiJTdW1tZXIgMjAyNSBGZWxsb3dzaGlwIC0gUXVhbnRpdGF0aXZlIFJlc2VhcmNoIGFuZCBQb2xsaW5nIEZlbGxvdyIsImNvbXBhbnlfbmFtZSI6IlRoZSBBZnJpY2FuIEFtZXJpY2FuIFBvbGljeSBGb3J1bSIsImFkZHJlc3NfY2l0eSI6Ik5ldyBZb3JrLCBOWSIsImh0aWRvY2lkIjoicGxkeGtGOUd2WEZFOEYwS0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVdUbVYzSUZsdmNtc3NWVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,27 days ago,,,2025-06-17 11:07:32.267440,Quantitative Researcher,"New York, United States",
Global Quantitative Strategies | Quantitative Researcher,Citadel,"Miami, FL",Citadel,https://serpapi.com/searches/68512e0b9df9ddef5083da62/images/2eb5b7f125943047c845dcf7e82905dde1cae6b4a9c681eb9b4bac2624bad95d.gif,"['5 days ago', 'Full-time', 'Health insurance', 'Dental insurance']","About Global Quantitative Strategies (GQS)
GQS is the quantitative investment business of Citadel. Founded in 2012, GQS has rapidly grown to become one of Citadel’s core investment strategies and one of the top quantitative investment teams in the world. Agile teams of researchers, engineers, and traders develop robust systems that allow us to operate performant at scale and apply advanced statistical and quantitative modeling techniques to identify and act on investment opportunities.
Quantitative Researchers (QRs) specialize in a variety of areas, including but not limited to: using sophisticated data analysis skills to build predictive models, driving construction of a complex multi asset portfolio by utilizing large scale portfolio optimization techniques, and developing sophisticated optimization algorithms. Researchers with an exceptional record of achievement in their respective fields and a drive to apply quantitative techniques to investing are encouraged to apply to GQS.
Learn more about us here.
Required Skills and Qualifications:
• Advanced degree in Physics, Computer Science, Mathematics, Statistics, Engineering or a related field
• Proven ability to conduct innovative and impactful research focused on solving real-world problems
• Relentless focus on continuous learning and making an impact; ability to question the status quo
• Strong mathematical and statistical modeling skills (e.g., time-series and cross-sectional analysis)
• Proficiency in coding (C++ or Python preferred)
• Demonstrated passion for financial markets and driven to analyze and model drivers of price formation and risk

In accordance with applicable law, the base salary range for this role is $200,000 to $300,000.
In addition, the employee who fills this role will be eligible to participate in a discretionary incentive compensation program,
as well as a wide array of benefit programs, such as medical and life insurance, retirement and tax-free savings plans,
and access to other healthcare programs.",eyJqb2JfdGl0bGUiOiJHbG9iYWwgUXVhbnRpdGF0aXZlIFN0cmF0ZWdpZXMgfCBRdWFudGl0YXRpdmUgUmVzZWFyY2hlciIsImNvbXBhbnlfbmFtZSI6IkNpdGFkZWwiLCJhZGRyZXNzX2NpdHkiOiJNaWFtaSwgRkwiLCJodGlkb2NpZCI6IjVTZmQ5ckd6VzRZc0E0S2RBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lXVG1WM0lGbHZjbXNzVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,5 days ago,Full-time,,2025-06-17 11:07:32.498505,Quantitative Researcher,"New York, United States",
Remote Quantitative Researcher – Strategy Development & Live Trading,VEXUS ENERGY CORP,"Miami, FL",Glassdoor,,"['14 days ago', '65,000–84,661 a year', 'Full-time', 'No degree mentioned']","Overview:

We’re a fast-moving proprietary fund actively deploying capital into algorithmic and discretionary trading strategies across FX, indices, and commodities. We’re looking for highly capable quant researchers and developers with a passion for markets and data to help us build, refine, and scale automated trading systems.

This is a unique opportunity for university students and early-career quants to work directly with an active trading fund and have their strategies backed with real capital, no simulation, no delay.

What You’ll Do:
• Research, design, and backtest short-term systematic trading strategies (e.g., mean reversion, volatility, breakout)
• Use statistical, technical, and/or machine learning-based approaches
• Analyze edge, risk-reward, and robustness of strategies
• Build Python-based backtesting frameworks (Backtrader preferred)
• Collaborate on real-time deployment and optimization

What We Offer:
• Capital backing
• 20–40% profit share based on live performance
• Freedom to pitch your own models or work on structured research ideas
• Real-world experience running capital in live markets
• Potential to scale up to full-time quant role or equity partnership

Ideal Candidates:
• Enrolled or recently graduated from a top-tier university (STEM, Finance, or CS focus)
• Comfortable with Python (NumPy, pandas, Backtrader, etc.)
• Interest or experience in financial markets, trading, or quant research
• Prior experience with strategy testing, paper trading, or building models (even personal projects count)

Bonus Points For:
• Having a GitHub or portfolio of past strategy work
• Familiarity with FX, commodities, or macro trading
• Understanding of slippage, drawdown, Sharpe/Sortino ratios, etc.

To Apply:

Please submit:
• Your resume
• A short paragraph or slide on any past strategy, project, or idea you’ve explored (if applicable)
• GitHub or project links if available

Job Type: Full-time

Pay: $65,000.00 - $84,660.71 per year

Schedule:
• Monday to Friday

Ability to Commute:
• Miami, FL 33131 (Preferred)

Ability to Relocate:
• Miami, FL 33131: Relocate before starting work (Preferred)

Willingness to travel:
• 25% (Preferred)

Work Location: Hybrid remote in Miami, FL 33131",eyJqb2JfdGl0bGUiOiJSZW1vdGUgUXVhbnRpdGF0aXZlIFJlc2VhcmNoZXIg4oCTIFN0cmF0ZWd5IERldmVsb3BtZW50IFx1MDAyNiBMaXZlIFRyYWRpbmciLCJjb21wYW55X25hbWUiOiJWRVhVUyBFTkVSR1kgQ09SUCIsImFkZHJlc3NfY2l0eSI6Ik1pYW1pLCBGTCIsImh0aWRvY2lkIjoiYlJhM2gzcFlXZG1kbFZDQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVdUbVYzSUZsdmNtc3NWVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,14 days ago,Full-time,"65,000–84,661 a year",2025-06-17 11:07:32.498505,Quantitative Researcher,"New York, United States",
Senior Quantitative CX Researcher,Baylor Scott & White Health,"Dallas, TX",Baylor Scott & White Health Jobs,https://serpapi.com/searches/68512e0b9df9ddef5083da62/images/2eb5b7f125943047d7b695a28097cf2af19f8fbbba792dbf52856355e3cfdc7f.gif,"['1 day ago', 'Full-time', 'Paid time off', 'Health insurance']","JOB SUMMARY

As a Senior Quantitative CX Researcher, you will be responsible for Survey Management, which includes design, implementation and deployment to collect generative and evaluative quantitative data, ensuring customer research survey questions are clear, unbiased, and aligned with experience metrics, survey design format, scales, standards and research objectives. You will hold a pivotal role in advancing user experiences and driving innovation across our digital products and services. Your expertise will be crucial in conceptualizing and executing user-focused solutions that elevate the overall experience for patients, healthcare providers, and other stakeholders. You will collaborate extensively with cross-functional teams to lead quantitative research efforts, distilling complex findings into actionable customer insights. This role requires a proven track record in conducting impactful research and a deep understanding of user-centric design principles. Your passion for collaboration, combined with your drive to effect positive change, will make you a key asset in our pursuit of exceptional user satisfaction.

ESSENTIAL FUNCTIONS OF THE QUANTITATIVE CX RESEARCHER
• Account Management: Handle internal stakeholder requests to evaluate primary business questions and desired output, developing quantitative analysis strategies to guide business decisions.
• Team Building: Coach and support junior Quantitative Researchers on the Customer Testing team, seeking opportunities to lead and develop others.
• Survey Tool Management: Oversee survey tool management and administration, including user management and data cleaning.
• Survey Design Strategy: Lead the selection and implementation of survey question types, formats, and methodologies, ensuring consistency and alignment with transactional and experience metrics with data analysis needs.
• Designing Research Studies: Plan and execute quantitative research studies to gather insights into user behavior, preferences, and interactions with physical and digital products and services.
• Data Collection and Analysis: Collect, analyze, and interpret quantitative data using tools such as surveys, analytics platforms, and behavioral data to inform product decisions.
• Statistical Analysis: Apply statistical methods and techniques to analyze large datasets and derive meaningful insights that contribute to improving user experiences.
• Reporting and Visualization: Communicate findings and insights effectively through clear and compelling reports, data visualizations, and presentations to stakeholders.
• Collaboration: Partner closely with qualitative CX researchers, UX designers, product managers, engineers, and other key stakeholders to integrate research findings into the product development process.
• Continuous Improvement: Stay updated on current industry trends, best practices, and emerging methodologies in quantitative CX research to continually improve research processes, standardization and methodologies.
• Cross-functional Support: Provide support and guidance to teams on quantitative research methods and data-driven decision-making processes.

· Data Management: Lead collaboration across teams to define survey standards, ensure data compliance, and establish protocols for data handling and storage. Recording and maintaining comprehensive knowledge management documentation and repository for survey results, survey designs, programming codes, and data usage.

KEY SUCCESS FACTORS

Deeply empathetic quantitative user researcher that is endlessly curious about what makes people tick.

Bachelor's degree in a relevant field such as Human-Computer Interaction, Computer Science, Psychology, Cognitive Science, Applied Statistics, or a related discipline

Proven experience as a quantitative CX researcher, with a strong portfolio demonstrating successful research outcomes and the ability to influence product design and strategy.

Expertise in conducting quantitative research methods, such as interviews, surveys, usability testing, card sorting, and heuristic evaluations.

Demonstrated proficiency in using quantitative CX research tools and software, such as Qualtrics, Medallion, SurveyGizmo, UserTesting.com, and other analytics platforms.

Proficiency in analyzing research data and synthesizing findings into clear, actionable insights and recommendations.

Excellent communication skills, with the ability to effectively articulate research findings to both technical and non-technical stakeholders through story-telling.

Strong knowledge of quantitative CX design principles and best practices, with an understanding of how research informs business decisions.

Familiarity with healthcare industry trends, patient engagement, and regulatory considerations is highly desirable, but not required.

Ability to work independently and manage multiple research projects simultaneously, while adhering to deadlines

Leadership skills, with the ability to inspire and mentor junior researchers, and collaborate effectively with cross-functional teams.

About Us

Here at Baylor Scott & White Health we promote the well-being of all individuals, families, and communities. Baylor Scott and White is the largest not-for-profit healthcare system in Texas that empowers you to live well.

Our Core Values are:
• We serve faithfully by doing what's right with a joyful heart.
• We never settle by constantly striving for better.
• We are in it together by supporting one another and those we serve.
• We make an impact by taking initiative and delivering exceptional experience.

Benefits

Our benefits are designed to help you live well no matter where you are on your journey. For full details on coverage and eligibility, visit the Baylor Scott & White Benefits Hub to explore our offerings, which may include:
• Eligibility on day 1 for all benefits
• Dollar-for-dollar 401(k) match, up to 5%
• Debt-free tuition assistance, offering access to many no-cost and low-cost degrees, certificates and more
• Immediate access to time off benefits

At Baylor Scott & White Health, your well-being is our top priority.

Note: Benefits may vary based on position type and/or level

Belonging Statement

We believe that all people should feel welcomed, valued and supported, and that our workforce should be reflective of the communities we serve.

QUALIFICATIONS
• EDUCATION - Bachelor's or 4 years of work experience above the minimum qualification
• EXPERIENCE - 5 Years of Experience",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUXVhbnRpdGF0aXZlIENYIFJlc2VhcmNoZXIiLCJjb21wYW55X25hbWUiOiJCYXlsb3IgU2NvdHQgXHUwMDI2IFdoaXRlIEhlYWx0aCIsImFkZHJlc3NfY2l0eSI6IkRhbGxhcywgVFgiLCJodGlkb2NpZCI6IjhpWmJjVzJOZTdZMkVyWFNBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lXVG1WM0lGbHZjbXNzVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,1 day ago,Full-time,,2025-06-17 11:07:32.498505,Quantitative Researcher,"New York, United States",
Senior Quantitative Researcher Futures,STEVENS CAPITAL MANAGEMENT LP,Pennsylvania,Monster,,"['3 days ago', 'Full-time', 'No degree mentioned', 'Dental insurance', 'Health insurance']","SCM is committed to a workplace that values and promotes diversity, inclusion and equal employment opportunity by ensuring that all employees are valued, heard, engaged and involved at work and have full opportunities to collaborate, contribute and grow professionally.
We are currently seeking a highly driven, well organized, and motivated candidate to join our team. SCM offers the opportunity to work in person, remotely or in a hybrid work environment.
Primary Responsibilities:
• Design, research and evaluate new systematic trading strategies in the futures markets.
• Continuously evaluate and improve existing strategies.
• Continuously evaluate and improve existing processes (research tech stack, codebase, data sources, modeling techniques, etc.).
Requirements:
• 5+ years of experience in one or more of the following: high frequency trading, systematic trading or quantitative research.
• Experience utilizing statistical modeling techniques to develop systematic trading models.
• Strong interest in financial markets.
• Exceptional economic intuition.
• Excellent communication skills.
• Meticulous attention to detail.
• Practical business orientation.
• Degree(s) in statistics, mathematics, computer science or other technical disciplines.

The base pay for this position is anticipated to be between $150,000 and $300,000 per year. The anticipated annual base pay range is current as of the time this job post was generated. This position is eligible for other forms of compensation and benefits, such as a bonus, health and dental plans and 401(k) contributions, which includes a discretionary profit sharing program. An employee's bonus and related compensation benefits can be a significant portion of total compensation. Actual compensation for successful candidates will be carefully determined based on a number of factors, including their skills, qualifications and experience.

About the Company:
STEVENS CAPITAL MANAGEMENT LP",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUXVhbnRpdGF0aXZlIFJlc2VhcmNoZXIgRnV0dXJlcyIsImNvbXBhbnlfbmFtZSI6IlNURVZFTlMgQ0FQSVRBTCBNQU5BR0VNRU5UIExQIiwiYWRkcmVzc19jaXR5IjoiUGVubnN5bHZhbmlhIiwiaHRpZG9jaWQiOiJBbXNXRjlHSGkyS1p6ZFpYQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJV1RtVjNJRmx2Y21zc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,3 days ago,Full-time,,2025-06-17 11:07:32.498505,Quantitative Researcher,"New York, United States",
Senior Quantitative Researcher Equities,Stevens Capital Management LP,"Radnor, PA",Built In,,"['5 days ago', '150K–300K a year', 'Full-time', 'No degree mentioned', 'Dental insurance', 'Health insurance']","SCM is committed to a workplace that values and promotes diversity, inclusion and equal employment opportunity by ensuring that all employees are valued, heard, engaged and involved at work and have full opportunities to collaborate, contribute and grow professionally.

We are currently seeking a highly driven, well organized, and motivated candidate to join our team. SCM offers the opportunity to work in person, remotely or in a hybrid work environment.

Primary Responsibilities:
• Develop, implement and evaluate quantitative trading models in the global equity markets.
• Continuously improve trading models and modeling techniques.
• Identify orthogonal factors to enhance overall portfolio performance.

Requirements:
• 5+ years quantitative hedge fund or proprietary trading experience.
• Experience utilizing statistical modeling techniques to develop quantitative trading models.
• Keen focus on achieving outstanding risk adjusted returns.
• Strong interest in the financial markets.
• Exceptional economic intuition.
• Degree(s) in statistics, mathematics, computer science or other technical disciplines.

The base pay for this position is anticipated to be between $150,000 and $300,000 per year. The anticipated annual base pay range is current as of the time this job post was generated. This position is eligible for other forms of compensation and benefits, such as a bonus, health and dental plans and 401(k) contributions, which includes a discretionary profit sharing program. An employee's bonus and related compensation benefits can be a significant portion of total compensation. Actual compensation for successful candidates will be carefully determined based on a number of factors, including their skills, qualifications and experience.",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUXVhbnRpdGF0aXZlIFJlc2VhcmNoZXIgRXF1aXRpZXMiLCJjb21wYW55X25hbWUiOiJTdGV2ZW5zIENhcGl0YWwgTWFuYWdlbWVudCBMUCIsImFkZHJlc3NfY2l0eSI6IlJhZG5vciwgUEEiLCJodGlkb2NpZCI6IlR3ZHp2NFpjZGpLcTY4Tm5BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lXVG1WM0lGbHZjbXNzVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,5 days ago,Full-time,150K–300K a year,2025-06-17 11:07:32.498505,Quantitative Researcher,"New York, United States",
