title,company_name,location,via,thumbnail,extensions,description,job_id,posted_at,schedule_type,salary,date_time,search_term,search_location,work_from_home
Quant Developer - PIMCO,Jobs via eFinancialCareers,"Newport Beach, CA",LinkedIn,https://serpapi.com/searches/685131037a3b05ee6115dbf7/images/b61703f5d5971b36402cd51339dc6c3d11e1dfb6cfd9d19760c04799a6017de2.jpeg,"['14 hours ago', '130K–195K a year', 'Full-time', 'Health insurance', 'Dental insurance']","We are a leading global asset management firm with over 3,000 employees across 20 offices in 15 countries; we help millions of investors around the world pursue their financial goals.

We hire critical thinkers. People who thrive in a collaborative culture like ours where we solve real problems while building the future of finance.

You
• Are excited to be part of a vibrant engineering community that values diversity, hard work, and continuous learning.
• Love solving complex real-world business problems.
• Recognize that cross-functional collaboration is a core component of success for the team.
• Believe there are multiple ways to solve most technical problems and are willing to debate the trade-offs.
• Have become a stronger engineer by making mistakes and learning from them.
• Are a doer, someone who wants to grow their career and gain experience across technologies and business functions.

We
• Continuously invest in a high-performance and inclusive culture, in which a diversity of backgrounds, experiences and viewpoints are celebrated and valued.
• Encourage career mobility, so you can benefit from learning different functions and technologies, and we gain the benefits of your experience across teams.
• Run technology pro bono programs that help the non-profit community and give our engineering community opportunities to volunteer and participate.
• Offer education reimbursements and ongoing training in technology, communication, and diversity & inclusion.
• Embrace knowledge sharing through lunch-and-learns, demos, and technical forums.
• Consider our people to be our greatest asset-we will help you learn what PIMCO Technology has to offer so you can participate in activities that benefit your career while delivering impactful technology solutions.

Position Description:

Our quant business is expanding and as a result we are looking for a small number of exceptional technologists to build solutions for the desk and the underlying quant research and trading platform.

You will work closely with quant portfolio managers converting research ideas into production trading strategies, building research infrastructure (market data, backtesting, AI research) and trading platform (position, risk, controls, strategy frameworks, deployment, visualization, observability, reporting & monitoring). Your code will trade billions of dollars and as a result we value the ability to move quickly, with attention to detail and engineering fundamentals to build clean code that is tested, trusted and can be leveraged by other engineers and Quant PMs.

Position Requirements:
• BS/MS in Computer Science/Engineering degree
• Strong work ethic, willing to take ownership on strategy implementation and supporting production integrity
• Proactive mindset, willing to question and challenge existing process/business logic
• 2+ years of experience with Python
• Strong software engineering fundamentals: you can write well designed, robust, clean code with excellent test quality
• Experience writing mission critical production code with a strong attention to detail
• Market knowledge from one of Equity, Credit, FX, Futures or Options trading is not required but beneficial
• Experience with implementing systematic trading strategies or building trading platforms (systematic, HFT or execution) not required but beneficial

Benefits:

PIMCO is committed to offering a comprehensive portfolio of employee benefits designed to support the health and well-being of you and your family. Benefits vary by location but may include:
• Medical, dental, and vision coverage
• Life insurance and travel coverage
• 401(k) (defined contribution) retirement savings, retirement plan, pension contribution from your first day of employment
• Work/life programs such as flexible work arrangements, parental leave and support, employee assistance plan, commuter benefits, health club discounts, and educational/CFA certification reimbursement programs
• Community involvement opportunities with The PIMCO Foundation in each PIMCO office

PIMCO follows a total compensation approach when rewarding employees which includes a base salary and a discretionary bonus. Base salary is the fixed component of compensation that is determined by core job responsibilities, relevant experience, internal level, and market factors. The discretionary bonus is used to award performance and therefore is determined by company, business, team, and individual performance.

Salary Range: $ 130,000.00 - $ 195,000.00

Equal Employment Opportunity and Affirmative Action Statement

PIMCO recruits and hires qualified candidates without regard to race, national origin, ancestry, religion (including religious dress and grooming practices), sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), sexual orientation, gender (including gender identity and expression), age, military or veteran status, disability (physical or mental), any factor prohibited by law, and as such affirms in policy and practice to support and promote the concept of equal employment opportunity and affirmative action, in accordance with all applicable federal, state, provincial and municipal laws. The company also prohibits discrimination on other basis such as medical condition, or marital status under applicable laws.

Applicants with Disabilities

PIMCO is an Equal Employment Opportunity/Affirmative Action employer. We provide reasonable accommodation for qualified individuals with disabilities, including veterans, in job application procedures. If you have any difficulty using our online system due to a disability and you would like to request an accommodation, you may contact us at 949-720-7744 and leave a message. This is a dedicated line designed exclusively to assist job seekers with disabilities to apply online. Only messages left for this purpose will be considered. A response to your request may take up to two business days.",eyJqb2JfdGl0bGUiOiJRdWFudCBEZXZlbG9wZXIgLSBQSU1DTyIsImNvbXBhbnlfbmFtZSI6IkpvYnMgdmlhIGVGaW5hbmNpYWxDYXJlZXJzIiwiYWRkcmVzc19jaXR5IjoiTmV3cG9ydCBCZWFjaCwgQ0EiLCJodGlkb2NpZCI6InZXUF9FdkYzZWwzbWdGbVdBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lZUTJGc2FXWnZjbTVwWVN4VmJtbDBaV1FnVTNSaGRHVnoiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,14 hours ago,Full-time,130K–195K a year,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
Quantitative Developer,Beacon Hill,"Los Angeles, CA",Dice.com,,"['28 days ago', '50–51 an hour', 'Contractor', 'Dental insurance', 'Health insurance']","The Quant Engineer partners with quantitative researchers and technology teams to design, engineer, build, test, and maintain complex quantitative models that are used for various investment management activities. Strong engineering and quantitative skills, ability to translate complex quantitative models into working software, robust experimental approach to validate the models, ability to quickly understand capital markets (equity and fixed income), modern portfolio theory, various market data sources, industry standard portfolio risk models, learn new technologies and business areas are essential. You will also be responsible for modeling complex problems, discovering insights, and identifying opportunities using statistics, algorithms, and data mining.

Advanced Degree preferred in Computer Science, Mathematics, or related fields.

At least 3-5 years of experience in an analyst or development role working with quantitative researchers or data scientists to experiment, design, build and test quantitative models and help transform them into technology solutions.
Analytical and problem-solving skills.
Experience in quantitative tools like R, Python, MATLAB, etc.
Ability to translate business objectives into quantitative models, establish hypothesis and design robust experimental approaches to validate them.
Excellent communication skills, both verbal and written.
Data analysis skills using tools like SQL is a plus
Experience with cloud technologies is a plus.

Beacon Hill is an equal opportunity employer and individuals with disabilities and/or protected veterans are encouraged to apply.

California residents: Qualified applications with arrest or conviction records will be considered for employment in accordance with the Los Angeles County Fair Chance Ordinance for Employers and the California Fair Chance Act.

If you would like to complete our voluntary self-identification form, please or copy and paste the following link into an open window in your browser: ;/p>

Completion of this form is voluntary and will not affect your opportunity for employment, or the terms or conditions of your employment. This form will be used for reporting purposes only and will be kept separate from all other records.

Company Profile:

Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries utilizing a complete suite of staffing services. Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs.

Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.

Learn more about Beacon Hill and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Life Sciences and Beacon Hill Technologies by visiting .

Benefits Information:

Beacon Hill offers a robust benefit package including, but not limited to, medical, dental, vision, and federal and state leave programs as required by applicable agency regulations to those that meet eligibility. Upon successfully being hired, details will be provided related to our benefit offerings.

We look forward to working with you.

Beacon Hill. Employing the Future",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgRGV2ZWxvcGVyIiwiY29tcGFueV9uYW1lIjoiQmVhY29uIEhpbGwiLCJhZGRyZXNzX2NpdHkiOiJMb3MgQW5nZWxlcywgQ0EiLCJodGlkb2NpZCI6ImVvaDNzRnAxU2ZBUWdGaHVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lZUTJGc2FXWnZjbTVwWVN4VmJtbDBaV1FnVTNSaGRHVnoiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,28 days ago,Contractor,50–51 an hour,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
Senior Quantitative Developer,Citadel,United States,Citadel Securities,https://serpapi.com/searches/685131037a3b05ee6115dbf7/images/b61703f5d5971b3634bd797ba1d3c55b348dc552aa1e2714923661de58528aa2.png,"['1 day ago', 'Full-time']","Role Summary

Research Engineers at Citadel Securities are responsible for designing, building and optimizing our electronic trading platform. Research Engineers will work closely with our researchers, simulation and live traders to perform various functions, including the development of our core-trading infrastructure and high-throughput trading systems and working with the research team to identify and optimize critical bottlenecks in research and production trading.

We require a strong knowledge of low-level optimization, interest in algorithmic trading, data analysis/design, risk management and application development. Research Engineers will gain exposure to quantitative trading while working in our fast-paced, dynamic environment. Our Research Engineers work on projects from inception through to deployment and are expected to take real ownership of the assets they are building.

Objectives
• Design, develop, test, and deploy pricing & risk-management library for OTC trading
• Code optimization
• Partner with the Quantitative Research team to define priorities and deliver custom software solutions
• Design and develop of high-performance C++ components used by trading applications

Skills and Preferred Qualifications
• A deep passion for technology, software development, and mathematics
• Proficiency with C++ and Python
• Experience with derivatives and knowledge of pricing library design
• Exceptional quantitative and analytical skills
• Bachelor’s or Master’s in Computer Science, Mathematics, Statistics, or equivalent experience
• Strong written and verbal communications skills",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUXVhbnRpdGF0aXZlIERldmVsb3BlciIsImNvbXBhbnlfbmFtZSI6IkNpdGFkZWwiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJDUFY3bTBIc1RDVElzeWg4QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJWVEyRnNhV1p2Y201cFlTeFZibWwwWldRZ1UzUmhkR1Z6IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,1 day ago,Full-time,,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
"Senior Quantitative Developer, Systematic Trading",Millennium Management,"San Francisco, CA",Indeed,https://serpapi.com/searches/685131037a3b05ee6115dbf7/images/b61703f5d5971b3666d5eb3b9745e209239e6a415c3484e5a025c83fc7408cfb.jpeg,['Full-time'],"Senior Quantitative Developer, Systematic Trading

Senior Quantitative Developer, Systematic Trading

Millennium is a top tier global hedge fund with a strong commitment to leveraging market innovations in technology and data to deliver high-quality returns.

Job Description

We are seeking an exceptional senior quantitative developer to design and build the infrastructure for a multi-asset class trading system.

Location

Berkeley, CA

Principal Responsibilities
• Design and implement a reliable, efficient and agile automated trading system
• Mentor younger software engineers in the team
• Maintain and improve production systems once live
• Assist in designing and maintaining tools for the systematic trading infrastructure of the team
• Perform data analysis and generate live and historical analytical reports
• Stay current on state-of-the-art technologies and tools including technical libraries, computing environments and academic research
• Collaborate with the SPM and the trading group in a transparent environment, engaging with the whole investment process

Preferred Technical Skills
• Expert in Python
• Proficient in modern data science tools stacks (Jupyter, pandas, numpy, sklearn)
• Proficient in quantitative analysis and mathematical modelling
• Proficient in software development methodologies: version control systems, unit testing and debugging tools
• Excellent communication, problem-solving, and analytical skills
• Bachelor, Master’s, or PhD degree in Computer Science, Engineering, Applied Mathematics, Statistics or related STEM field

Preferred Experience
• 5+ years of experience in algorithmic trading systems development, preferably development of new trading systems from scratch
• Mentoring/Managing experience
• Experience working across larger asset universes and with a variety of data sets
• Experience building out quantitative tools for research
• Demonstrate excellent communication, analytical and quantitative skills

Target Start Date
• Will wait up to 7 months for strong candidates",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUXVhbnRpdGF0aXZlIERldmVsb3BlciwgU3lzdGVtYXRpYyBUcmFkaW5nIiwiY29tcGFueV9uYW1lIjoiTWlsbGVubml1bSBNYW5hZ2VtZW50IiwiYWRkcmVzc19jaXR5IjoiU2FuIEZyYW5jaXNjbywgQ0EiLCJodGlkb2NpZCI6IlRVbl9RS2xobDhOb1BOVExBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lZUTJGc2FXWnZjbTVwWVN4VmJtbDBaV1FnVTNSaGRHVnoiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,,Full-time,,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
Quantitative Developer,Intelliswift - An LTTS Company,"El Segundo, CA",LinkedIn,https://serpapi.com/searches/685131037a3b05ee6115dbf7/images/b61703f5d5971b36e446e43343652fb1b362042c3019e8c7f2239ed33ffacdda.jpeg,"['21 days ago', 'Full-time']","Must Have skills:

Python, C++, or Java

developing and maintaining trading algorithms.

Quantitative Analysis and Statistical Modeling

Financial Markets and Trading Concepts

Data Analysis Tools and Libraries (Pandas, NumPy, and SciPy)

Supplemental” Skills:

Candidates from FAANG companies or top financial firms like Goldman Sachs

Machine Learning and AI Techniques

High-Frequency Trading (HFT) and Electronic Trading Platforms

Cloud Computing and Distributed Systems

Version Control Systems

Detailed Job Description

Job Description: We are seeking a highly skilled Quant Developer to join our dynamic team. The ideal candidate will have a strong background in quantitative analysis, software development, and financial markets. As a Quant Developer, you will work closely with our quantitative researchers and traders to develop, implement, and maintain trading algorithms and models.

Key Responsibilities:
• Develop and optimize quantitative trading strategies and models.
• Implement and maintain trading algorithms in a high-performance computing environment.
• Collaborate with quantitative researchers to backtest and validate trading strategies.
• Analyze market data to identify patterns and opportunities.
• Enhance and support existing trading infrastructure and tools.
• Ensure the reliability and performance of trading systems.
• Stay updated with the latest developments in financial markets and technology.

Qualifications:
• Bachelor's or Master's degree in Computer Science, Mathematics, Engineering, or a related field.
• Strong programming skills in languages such as Python, C++, or Java.
• Experience with quantitative analysis and statistical modeling.
• Knowledge of financial markets and trading concepts.
• Familiarity with data analysis tools and libraries (e.g., Pandas, NumPy, SciPy).
• Excellent problem-solving and analytical skills.
• Ability to work in a fast-paced, collaborative environment.
• Strong communication skills and attention to detail.

Preferred Qualifications:
• Experience with machine learning and artificial intelligence techniques.
• Knowledge of high-frequency trading (HFT) and electronic trading platforms.
• Familiarity with cloud computing and distributed systems.
• Experience with version control systems (e.g., Git).",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgRGV2ZWxvcGVyIiwiY29tcGFueV9uYW1lIjoiSW50ZWxsaXN3aWZ0IC0gQW4gTFRUUyBDb21wYW55IiwiYWRkcmVzc19jaXR5IjoiRWwgU2VndW5kbywgQ0EiLCJodGlkb2NpZCI6IjRlYlZPVXNlLWxCb3gtMFRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lZUTJGc2FXWnZjbTVwWVN4VmJtbDBaV1FnVTNSaGRHVnoiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,21 days ago,Full-time,,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
"Quantitative Researcher/Developer, Algorithmic Trading Analytics",Quanta Search,"Los Angeles, CA",ZipRecruiter,,['Full-time'],"Our client, a leading Asset Management firm, is hiring for a Quantitative Researcher/Developer in Algorithmic Trading Analytics

Job Responsibilities (include, but not limited to the following):
• Build backend services for capture, storage and analysis of various datasets required to measure transaction costs
• Develop web front end for Trade Cost Analysis (TCA)
• Develop statistical models and machine learning frameworks for evaluation of execution methods and algorithms
• Research market impact and information transfer phenomena for various asset classes
• Data modelling and development of systematic trading strategies

Candidate profile:
• B.S., B.A., M.S., M.F.E or Ph.D. degree in technical field
• Market Data Specialist, Market Microstructure
• Familiarity with equity fundamental databases, Compustat, FactSet, Reuters WorldScope, RavenPack
• Data Science, Data Analysis, Machine Learning, Neural Networks, Deep Learning
• Ability to assess buy vs build tradeoffs and performance tradeoffs at all levels of the technology stack
• Programming skills:
- Experience with kdb+/Q (required)
- Proficiency in at least one compiled language like Go/Rust/Scala/C++/Java (required)
- Proficiency in at least one scripting language like R/Python/Ruby/V8 (required)
- Experience with modern development stack (GitLab/Docker/Kubernetes/Rancher) (desirable)

Thank you for illuminating hiring with Quanta Search!

www.quantasearch.com",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlci9EZXZlbG9wZXIsIEFsZ29yaXRobWljIFRyYWRpbmcgQW5hbHl0aWNzIiwiY29tcGFueV9uYW1lIjoiUXVhbnRhIFNlYXJjaCIsImFkZHJlc3NfY2l0eSI6IkxvcyBBbmdlbGVzLCBDQSIsImh0aWRvY2lkIjoiVEVFSC1qMFBDV0lwNS0xR0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVlRMkZzYVdadmNtNXBZU3hWYm1sMFpXUWdVM1JoZEdWeiIsImdsIjoidXMiLCJobCI6ImVuIn0=,,Full-time,,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
Quantitative Developer,Jobot,"Las Vegas, NV",Teal,,['Full-time'],"About the position

The Quantitative Futures Trader position at our proprietary trading firm involves developing and executing algorithmic trading strategies in the futures markets. This role is essential for leveraging quantitative analysis and technology to drive trading performance and profitability while ensuring compliance with regulatory standards.

Responsibilities
• Research, design, and optimize quantitative trading strategies with a focus on risk management and maximizing profitability.
,
• Execute strategies using proprietary algorithms, ensuring precision in order execution and effective risk management.
,
• Continuously track and analyze market conditions, news, and events to inform trading decisions and strategy adjustments.
,
• Implement and refine risk management protocols to safeguard against trading risks and optimize portfolio performance.
,
• Apply statistical and data analysis techniques to improve trading models and enhance strategy effectiveness.
,
• Partner with the technology team to innovate and optimize trading infrastructure, including both hardware and software.
,
• Ensure all trading activities comply with regulatory requirements and internal policies, with prompt reporting of any issues.
,
• Maintain comprehensive records of trading activities, evaluating performance metrics to identify areas for improvement.
,
• Engage with fellow traders and research teams to share insights, ideas, and market observations that drive success.

Requirements
• Bachelor's or Master's degree in a quantitative field such as Finance, Mathematics, Statistics, Computer Science, or a related discipline.
,
• In-depth understanding of financial markets and futures trading.
,
• Proven experience in quantitative trading, algorithmic trading, or a related domain.
,
• Proficiency in programming languages such as Python, R, or C++ for data analysis and strategy development.
,
• Familiarity with statistical modeling, data analysis, and machine learning techniques is a plus.
,
• Strong problem-solving abilities and critical thinking skills, especially in high-pressure trading environments.
,
• Excellent communication and teamwork capabilities.
,
• Adaptability to changing market conditions and a strong aptitude for taking calculated risks.

Nice-to-haves
• Familiarity with statistical modeling, data analysis, and machine learning techniques is a plus.

Benefits
• A competitive compensation package, including performance-based bonuses.
,
• A collaborative and innovative work environment that fosters growth.
,
• Access to state-of-the-art technology and resources.
,
• Exposure to a diverse range of financial markets and trading strategies.
,
• Career development opportunities within a fast-growing firm.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgRGV2ZWxvcGVyIiwiY29tcGFueV9uYW1lIjoiSm9ib3QiLCJhZGRyZXNzX2NpdHkiOiJMYXMgVmVnYXMsIE5WIiwiaHRpZG9jaWQiOiJQUXRoSnVjNXlNcVJIODItQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJWVEyRnNhV1p2Y201cFlTeFZibWwwWldRZ1UzUmhkR1Z6IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,,Full-time,,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
VP-level quantitative developer (C++/IRD),Quanta Search,"Newport Beach, CA",Quantasearch.catsone.com,,['Full-time'],"Our client is one of the world’s premier fixed income investment managers with thousands of professionals around the world united in a single purpose: creating opportunities for their clients in every environment. They bring innovation and expertise to their partnership with the institutions, financial advisors and millions of individual investors.

JOB DESCRIPTION

The Analytics Platform team is seeking a VP-level quantitative developer to support interest rate (IR) derivatives. It is a phenomenal opportunity to get exposed to advanced analytics across the full spectrum of IR products. The candidate must possess programming aptitude in C++ and Python as well as a fairly deep understanding of interest rate products, which include volatility and spread instruments.

Location: Newport Beach, CA

RESPONSIBILITIES

This role is not in rates modeling but requires constant interactions with rates quants. It includes integration with the firm’s Beacon platform and implementation of exotic products in highly comprehensive market scenarios. The development can be in hybrid mode across cloud and on-premises.

REQUIREMENTS
• Minimum master’s degree in Computer Science or hardcore engineering with math background. Graduation from top schools is preferred.
• 5-7 years of work experience in top-tier financial firms; directly supporting fixed income trading is preferred.
• 3-5 years of work experience in implementation of yield curves, volatility cubes, and both vanilla and exotic interest rate derivatives
• Extensive programming skill in C++ (STL, boost, design pattern, and C++11/14) and experience in Python programming as we as interface between C++ and Python. This is a hands-on job in a highly productive environment.
• Strong attention to detail with high standards; responsible for the whole development cycle
• Able to articulate issues and explain to quants and portfolio managers",eyJqb2JfdGl0bGUiOiJWUC1sZXZlbCBxdWFudGl0YXRpdmUgZGV2ZWxvcGVyIChDKysvSVJEKSIsImNvbXBhbnlfbmFtZSI6IlF1YW50YSBTZWFyY2giLCJhZGRyZXNzX2NpdHkiOiJOZXdwb3J0IEJlYWNoLCBDQSIsImh0aWRvY2lkIjoiQjJhZUZsZFFXR2N3V3N0VUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVlRMkZzYVdadmNtNXBZU3hWYm1sMFpXUWdVM1JoZEdWeiIsImdsIjoidXMiLCJobCI6ImVuIn0=,,Full-time,,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
"Vice President, Senior Quantitative Developer, Systematic Trading #7821509",Unclassified,"Newport Beach, CA",Teal,,"['Full-time', 'No degree mentioned']","About the position

The Vice President, Senior Quantitative Developer, Systematic Trading role at PIMCO involves leading the development of software solutions that meet the security and performance needs of the organization. This position requires a deep understanding of quantitative analysis and software design to ensure that user requirements are effectively translated into functional software applications.

Responsibilities
• Identify the core functionality required from PIMCO's software programs.
,
• Analyze users' needs and software requirements to determine feasibility of design within time and cost constraints.

Requirements
• Proven experience in quantitative development and systematic trading.
,
• Strong analytical skills to assess user needs and software requirements.
,
• Expertise in software design and development processes.

Nice-to-haves
• Experience with financial software applications.
,
• Familiarity with security and performance optimization in software development.

Benefits
• Competitive salary range of $205,000 to $245,000 per year.
,
• Full-time employment with potential for additional benefits.",eyJqb2JfdGl0bGUiOiJWaWNlIFByZXNpZGVudCwgU2VuaW9yIFF1YW50aXRhdGl2ZSBEZXZlbG9wZXIsIFN5c3RlbWF0aWMgVHJhZGluZyAjNzgyMTUwOSIsImNvbXBhbnlfbmFtZSI6IlVuY2xhc3NpZmllZCIsImFkZHJlc3NfY2l0eSI6Ik5ld3BvcnQgQmVhY2gsIENBIiwiaHRpZG9jaWQiOiJRV2FsYWRER2lQb2tnNU9RQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJWVEyRnNhV1p2Y201cFlTeFZibWwwWldRZ1UzUmhkR1Z6IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,,Full-time,,2025-06-17 11:10:28.160820,Quantitative Developer,"California, United States",
Quantitative Developer (Early Career),Manifold Technologies LLC,"Jersey City, NJ",Vaia – Talents,,"['9 days ago', 'Full-time', 'Health insurance']","About Us

Manifold Technologies is a quantitative trading firm building systems that curve with the market’s geometry. We don’t chase trends—we curve the field until structure reveals itself. Most systems collapse when curvature shifts. Ours adapts because it is built from within. Bayesian inference and differential geometry aren’t frameworks we borrow—they are the native language of our architecture.

We’re expanding our engineering core and seeking an exceptional early-career engineer to help implement, extend, and maintain the recursive infrastructure that powers our trading algorithms. You’ll work on real components in a system already shaped by the constraints of curvature and the realities of execution.

An ideal candidate has excelled in computer science or mathematics at a top-tier institution (e.g., Stanford, MIT, Berkeley, CMU), with a major GPA of 3.9 or higher. In addition, they’ll typically have one or more of the following: an exceptional placement in ICPC, Putnam, IOI, or IMO; a tier-1 quant internship (Jane Street, Citadel, HRT, etc.); or multiple internships at top tech firms in quantitatively rigorous roles. We assume strong programming ability and expect a solid foundation in linear algebra, probability, statistics, and machine learning.

Who You Are
• You’ve studied computer science, mathematics, or a related field at a top institution, and performed at the highest academic level
• You move comfortably between abstraction and implementation, and can reason through complexity without needing a predefined path
• You're a fluent programmer who can translate geometric or statistical insight into working systems
• You thrive in lean, fast-moving environments where ownership is implicit and structure emerges through iteration
• You’re not just technically sharp—you’re intellectually open. You want to see mathematics differently, and you’re ready to work on something that might reshape how you think

Responsibilities
• Take ownership of core engineering tasks, particularly those involving execution logic, inter-process communication, and exchange connectivity
• Work on concurrency-sensitive components, helping ensure the system remains robust under live market conditions and asynchronous inputs
• Contribute to the refinement and expansion of our internal mathematical infrastructure, translating geometric and statistical structures into clean, maintainable code
• Collaborate directly with the chief executive and senior quantitative researchers to align implementation with the system’s recursive foundation
• Operate within a live, evolving system, debugging, optimizing, and shaping components that matter under real-world pressure

Compensation

Base salary for this role ranges from $150,000 to $200,000, with a year-end performance bonus. The role also includes meaningful equity incentives designed to reward long-term impact and ownership. Additional benefits—such as health coverage, wellness stipends, or retirement contributions—may be offered depending on the final structure of the offer.

Manifold Technologies is an Equal Opportunity Employer.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgRGV2ZWxvcGVyIChFYXJseSBDYXJlZXIpIiwiY29tcGFueV9uYW1lIjoiTWFuaWZvbGQgVGVjaG5vbG9naWVzIExMQyIsImFkZHJlc3NfY2l0eSI6IkplcnNleSBDaXR5LCBOSiIsImh0aWRvY2lkIjoiUF9EaXdhZm9GRFkzeF9GVkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVlRMkZzYVdadmNtNXBZU3hWYm1sMFpXUWdVM1JoZEdWeiIsImdsIjoidXMiLCJobCI6ImVuIn0=,9 days ago,Full-time,,2025-06-17 11:10:29.727545,Quantitative Developer,"California, United States",
"Quantitative Developer at Intelliswift - An LTTS Company El Segundo, CA",Intelliswift - An LTTS Company,"El Segundo, CA",Dieudonne Foundation,,"['18 days ago', 'Full-time']","Quantitative Developer job at Intelliswift - An LTTS Company. El Segundo, CA.

Direct message the job poster from Intelliswift - An LTTS Company
Developing and maintaining trading algorithms.
Quantitative analysis and statistical modeling
Financial markets and trading concepts
Data analysis tools and libraries (Pandas, NumPy, SciPy)
Candidates from FAANG companies or top financial firms like Goldman Sachs
Machine learning and AI techniques
High-frequency trading (HFT) and electronic trading platforms
Cloud computing and distributed systems
Version control systems
Detailed Job Description
Job Description : We are seeking a highly skilled Quant Developer to join our dynamic team. The ideal candidate will have a strong background in quantitative analysis, software development, and financial markets. As a Quant Developer, you will work closely with our quantitative researchers and traders to develop, implement, and maintain trading algorithms and models.
Key Responsibilities :
Develop and optimize quantitative trading strategies and models.
Implement and maintain trading algorithms in a high-performance computing environment.
Collaborate with quantitative researchers to backtest and validate trading strategies.
Analyze market data to identify patterns and opportunities.
Enhance and support existing trading infrastructure and tools.
Ensure the reliability and performance of trading systems.
Stay updated with the latest developments in financial markets and technology.
Qualifications :
Bachelor's or Master's degree in Computer Science, Mathematics, Engineering, or a related field.
Strong programming skills in languages such as Python, C++, or Java.
Experience with quantitative analysis and statistical modeling.
Knowledge of financial markets and trading concepts.
Familiarity with data analysis tools and libraries (e.g., Pandas, NumPy, SciPy).
Excellent problem-solving and analytical skills.
Ability to work in a fast-paced, collaborative environment.
Strong communication skills and attention to detail.
Preferred Qualifications :
Experience with machine learning and artificial intelligence techniques.
Knowledge of high-frequency trading (HFT) and electronic trading platforms.
Familiarity with cloud computing and distributed systems.
Experience with version control systems (e.g., Git).
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Information Technology
IT Services and IT Consulting
Referrals increase your chances of interviewing at Intelliswift - An LTTS Company by 2x
Salary : $100,000 - $130,000
J-18808-Ljbffr
Create a job alert for this search
#J-18808-Ljbffr Intelliswift - An LTTS Company",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgRGV2ZWxvcGVyIGF0IEludGVsbGlzd2lmdCAtIEFuIExUVFMgQ29tcGFueSBFbCBTZWd1bmRvLCBDQSIsImNvbXBhbnlfbmFtZSI6IkludGVsbGlzd2lmdCAtIEFuIExUVFMgQ29tcGFueSIsImFkZHJlc3NfY2l0eSI6IkVsIFNlZ3VuZG8sIENBIiwiaHRpZG9jaWQiOiJVVjlKQlBnSFhsR05IUDZkQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJWVEyRnNhV1p2Y201cFlTeFZibWwwWldRZ1UzUmhkR1Z6IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,18 days ago,Full-time,,2025-06-17 11:10:29.727545,Quantitative Developer,"California, United States",
