title,company_name,location,via,thumbnail,extensions,description,job_id,posted_at,schedule_type,salary,date_time,search_term,search_location,work_from_home
IB - GEM e-Forward / Quant Trader - VP,"0781 Deutsche Bank Aktiengesellschaft, Filiale Singapur",Singapore,Workday,,"['15 days ago', 'Full-time']","Job Description: Details of the Division and Team: Deutsche Bank’s Global Emerging Markets (GEM) Asia FX Trading desk is looking to hire a Quant Trader with focus on swaps trading to join its team in Singapore. The ideal candidate combines robust trading intuition with advanced coding, data engineering, and curve-building capabilities to enhance the precision, scalability, and profitability of forward curve management in both deliverable and non-deliverable FX markets. The focus of the role is innovation in quantitative trading, pushing the frontier of our trading sophistication and automation forward. This includes collaborative signal and model research, developing new electronic trading strategies, partnering with our technologists to get those into production, and working with the rest of the trading team to manage the optimisation and evolution of the system What we will offer you: A healthy, engaged and well-supported workforce is better equipped to do their best work and, more importantly, enjoy their lives inside and outside the workplace. That’s why we are committed to providing an environment with your development and wellbeing at its center. You can expect: Flexible benefits plan including virtual doctor consultation services Comprehensive leave benefits Gender Neutral Parental Leave Flexible working arrangements 25 days of annual paid leave, plus public holiday & Flexible Working Arrangement Your key responsibilities: Your responsibilities will include: FX Forwards Trading & Curve Management Manage E-pricing and risks across FX forward curves and NDFs in Asia EM currencies. Price and hedge FX forward and basis risk with a deep understanding of curve dynamics, central bank liquidity windows, and regulatory impacts. Monitor and manage exposure to cross-currency basis, carry/roll, and volatility risks. Curve Construction & Analytics Design, optimize, and maintain forward curve models incorporating market data, central bank calendars, and local liquidity conditions. Develop tools to monitor dislocations across FX spot, NDF, and deliverable forwards. Automate curve construction, and hedging logic using clean, production-level code. Quantitative Strategy Development: Leverage quantitative techniques (e.g., PCA, spline fitting, regression models) to identify trading signals, arbitrage conditions, and risk premia. Collaborate with global quant and tech teams to automate and enhance forward curve analytics. Client & Sales Engagement: Provide market activities and forward curve insights to clients and other internal stakeholders, and support our FX Business Growth initiatives across the franchise. Customize forward structures and hedging solutions across client segments (corporates, asset managers, and sovereign clients). Your skills and experience: For Associate - Minimum 3 years of electronic trading experience in FX Spot, Swaps or (ND)Forwards. For VP - Minimum 5 years of electronic trading experience in FX Spot, Swaps or (ND)Forwards. A solid understanding and practical experience of Machine Learning (ML), including modern deep learning methods. Strong programming skills in python, KDB, Java and C++ Deep Experience in quantitative research, data analysis, timeseries modelling, trading strategy design and creation. Educated to master’s or bachelor’s degree level or equivalent qualification in Mathematics, Physics, Statistics, Machine Learning, Econometrics, Computer Science or similar subjects. Working knowledge of interest rate instruments, short-term funding markets, and cross-currency basis mechanics. Ability to distil complex technical insights into actionable trading decisions and collaborate across multi-disciplinary teams. Team player with strong communication skills and ability to interact with clients, quants, and senior management. Role is required to be performed on-site at One Raffles Quay office. Relevant vaccination requirements may apply Role is required to be performed on-site at One Raffles Quay office. Relevant vaccination requirements may apply. How we’ll support you: Flexible working to assist you balance your personal priorities Coaching and support from experts in your team A culture of continuous learning to aid progression A range of flexible benefits that you can tailor to suit your needs Training and development to help you excel in your career About us and our teams: Deutsche Bank is the leading German bank with strong European roots and a global network. click here to see what we do. Deutsche Bank & Diversity We strive for a culture in which we are empowered to excel together every day. This includes acting responsibly, thinking commercially, taking initiative and working collaboratively. Together we share and celebrate the successes of our people. Together we are Deutsche Bank Group. We welcome applications from all people and promote a positive, fair and inclusive work environment. For over 150 years, our dedication to being the Global Hausbank for our clients has been driven by our people – in around 60 countries and across more than 150 nationalities. Their deep understanding, insights, expertise, and passion help our clients navigate an increasingly complex world – be it in our Corporate Bank, our Private Bank, our Investment Bank or our Asset Management (DWS) division. Together we can make a great impact for our clients at home and abroad, securing their lasting success and financial security. More information at: Deutsche Bank Careers (db.com)",eyJqb2JfdGl0bGUiOiJJQiAtIEdFTSBlLUZvcndhcmQgLyBRdWFudCBUcmFkZXIgLSBWUCIsImNvbXBhbnlfbmFtZSI6IjA3ODEgRGV1dHNjaGUgQmFuayBBa3RpZW5nZXNlbGxzY2hhZnQsIEZpbGlhbGUgU2luZ2FwdXIiLCJhZGRyZXNzX2NpdHkiOiJTaW5nYXBvcmUiLCJodGlkb2NpZCI6IjZCN2pSVXlDU1h5Z2dZb2VBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKVTJsdVoyRndiM0psIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,15 days ago,Full-time,,2025-06-17 12:18:04.552744,Quantitative Researcher,Singapore,
Quantitative Researcher / Data Scientist,Th3ia,Singapore,GrabJobs,https://serpapi.com/searches/685140dba2897159788e74d3/images/c7e7bc700ff96a0d7c69f73d994a3abe1c2e009fc697c504baa0113e5528bfc2.gif,"['18 days ago', 'Full-time']","The challenge:

At Project Theia, we are growing our engineering team and analytics team. This person will have a high-profile role contributing to overall trading strategies.

Who we are:

Project Theia is a leading multi-strategy high frequency cryptocurrency trading firm. We are focused on seeking out quantitative trading and investment opportunities. We bring together high caliber people, innovative and quantitative modelling, and cutting edge technology to seek out opportunities around cryptocurrency exchanges. Although we are a cryptocurrency trading firm, we are first and foremost a quantitative trading firm, and we view cryptocurrency as a financial asset ripe with quantitative trading opportunity.

We’re looking for a talented, optimistic individual to join the team and embark on a once-in-a-lifetime opportunity to work in a generational new sector.

Does this describe you?
• You sweat the details while keeping your eye on the bigger picture.
• You love being surrounded by intelligent, passionate people who inspire you.
• You seek an environment that is fast-paced and where your contributions make an impact.
• You dream in math and statistics symbols.

What you will do:
• Design, develop, back test, deploy, and support automated trading strategies.
• Cryptocurrency markets prediction and portfolio optimization.
• Constantly analyses and improve the performance and quality of existing trading algos.
• Selecting features, building and optimizing classifiers for machine learning techniques.
• Data mining using state of the art methods. Filter and cleanse unstructured data.
• Enhancing data collection procedures to include information that is relevant for building trading systems.
• Work with complex and diverse array of datasets to implement and rapidly iterate on predictive models.
• Creating automated anomaly detection systems and constant tracking of its performance.
• Conduct experiments to improve simulations and evaluate the success of new models in a live environment.
• Keep up to date on the latest academic research to identify novel approaches.
• Work closely with top management to prioritize information and analytic needs.

What you need to succeed:
• Modern statistical methods, evidence of strong math abilities
• Experience with common data science toolkits
• Proficiency in using query languages (SQL, NoSQL)
• Good scripting and programming skills (Python, R)
• Ability to solve large-scale computing problems
• Self-sufficiency. You get stuff done, are able to work with little direct supervision, but know when to ask for help
• Creativity. You are able to see beyond what is directly in front of you

This position
• Attractive compensation and benefits
• Flexible working hours and a healthy work-life balance
• Work in a challenging, collaborative, and fun environment
• No prior knowledge of cryptocurrency or blockchain technology expected
• An opportunity to get in on the ground floor of a blossoming industry
• Full time and Internships available

Original job Quantitative Researcher / Data Scientist posted on GrabJobs ©. To flag any issues with this job please use the Report Job button on GrabJobs.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlciAvIERhdGEgU2NpZW50aXN0IiwiY29tcGFueV9uYW1lIjoiVGgzaWEiLCJhZGRyZXNzX2NpdHkiOiJTaW5nYXBvcmUiLCJodGlkb2NpZCI6Ik9TU3J5VnVBcUdVSE4zMWxBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKVTJsdVoyRndiM0psIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,18 days ago,Full-time,,2025-06-17 12:18:04.552744,Quantitative Researcher,Singapore,
Executive (Quantitative Research),People Profilers,Singapore,Recruit.net,https://serpapi.com/searches/685140dba2897159788e74d3/images/c7e7bc700ff96a0d1c4696919a818658e80c8166c230554ad442e068e472e3df.gif,"['1 day ago', 'Full-time']","• Town area
• Market Research
• Office hours with hybrid work arrangement
• Up to $4500

Job Description:

﻿
• Design and manage data tools
• Development of new data collection methods
• Improve existing design of survey interfaces
• Scripting of survey questionnaires with logic implementation
• Studying of surveying software and development of new scripts
• Processing of research data using software with syntaxes and codes
• Design quantitative sampling based on client requirements
• Monitor quantitative fieldwork and adhering to project schedules/ deadlines
• Perform coding of open-ended (free text response) answers where required
• Quality check and audit survey implementation to ensure accuracy of results
• Create highly actionable and digestible reports in PowerPoint

Job Requirement:

﻿
• Bachelors degree in Mathematics, Engineering, Business, Science, Computing, or any numerical fields
• Strong appetite for learning new data tools
• Openness to change and innovation
• Familiarity with Python preferred
• Basic competency in SPSS, R, data visualization tools preferred
• Knowledge in any survey software an added advantage
• Able to work with ambiguity and perform under pressure
• High levels of precision at work
• Work Hours/Arrangement: Mon Thurs 9-6.30pm, Fri 9-6pm / 2 days WFH, 3 days WFO

Job ID: QY854945

All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.

﻿

Kindly email your resume in a detailed Word format to andy.tein@peopleprofilers.com

We regret that only shortlisted candidates will be notified

People Profilers Pte Ltd

20 Cecil Street, #08-09, Plus Building, Singapore 049705

Tel: 69509746

EA Licence Number: 02C4944

EA Registration Number: R23113846

EA Personnel: Andy Tein Yu Xiang",eyJqb2JfdGl0bGUiOiJFeGVjdXRpdmUgKFF1YW50aXRhdGl2ZSBSZXNlYXJjaCkiLCJjb21wYW55X25hbWUiOiJQZW9wbGUgUHJvZmlsZXJzIiwiYWRkcmVzc19jaXR5IjoiU2luZ2Fwb3JlIiwiaHRpZG9jaWQiOiJfSDRQZzl4N2NiUlM0ejA1QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlUybHVaMkZ3YjNKbCIsImdsIjoidXMiLCJobCI6ImVuIn0=,1 day ago,Full-time,,2025-06-17 12:18:04.552744,Quantitative Researcher,Singapore,
Quantitative Researcher/Strategist,beBee Careers,Singapore,Jobs Trabajo.org,https://serpapi.com/searches/685140dba2897159788e74d3/images/c7e7bc700ff96a0db781d0219518d7ae6084173c05b161b7636977139368676f.gif,"['12 days ago', 'Full-time']","I am currently partnering with multiple hedge funds and HFT firms in Asia who are looking to build out their teams and hire quant researchers, traders, and portfolio managers.
These are exclusive and confidential searches.

Responsibilities:
• Develop alpha signals that predict future price returns
• Work closely with developers for production implementation
• Parse data sets to be used for future alpha development

Requirements:
A degree in a technical discipline (computer science, mathematics, statistics, physics, etc.) is required.
Experience applying statistical analysis on large data sets is necessary; programming skills are also essential to translate ideas into Python code.

Desired Skills and Experience:
Financial analysis, computer engineering, analytical skills, trading strategies, statistical analysis, financial instruments.'],",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlci9TdHJhdGVnaXN0IiwiY29tcGFueV9uYW1lIjoiYmVCZWUgQ2FyZWVycyIsImFkZHJlc3NfY2l0eSI6IlNpbmdhcG9yZSIsImh0aWRvY2lkIjoidjF2VFpSem0wQTU2MjNlWkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpVMmx1WjJGd2IzSmwiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,12 days ago,Full-time,,2025-06-17 12:18:04.552744,Quantitative Researcher,Singapore,
Quantitative Developer (Trading firm),Hyphen Partners,Singapore,LinkedIn Singapore,https://serpapi.com/searches/685140dba2897159788e74d3/images/c7e7bc700ff96a0d0fe81738eecb6ff478de8d20bc3811c053b2540776fc4305.gif,"['7 days ago', 'Full-time']","About the Role:

We're looking for a hands on Quant Developer to join a dynamic and fast paced environment. This is a great opportunity for someone with a strong foundation in mathematics and computer science, coupled with hands-on experience in quantitative trading/development. The ideal candidate is not only technically strong but also brings their own ideas for trading strategies, tools, or models to the table.

Key Responsibilities:
• Design, build, and optimize trading systems and research infrastructure
• Collaborate with traders and researchers to implement and iterate on strategies
• Prototype and test your own quant ideas in a fast-paced, production-focused environment
• Work with large datasets to analyze and improve trading performance
• Contribute to system architecture, performance tuning, and reliability engineering

Requirements:
• 2+ years of experience in a quantitative trading/development environment or as a software developer transitioning into a quant role
• Strong programming skills (e.g., C++, Java, Python)
• Solid foundation in algorithms, data structures, and software engineering best practices
• Degree in mathematics, statistics, computer science or a related quantitative discipline
• Demonstrated interest in developing and testing your own trading ideas
• Familiarity with market structure and trading fundamentals

Preferred Qualifications:
• Experience with low-latency systems and/or high-frequency trading
• Exposure to statistical modeling, machine learning, or signal generation
• Experience working with market data and execution platforms",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgRGV2ZWxvcGVyIChUcmFkaW5nIGZpcm0pIiwiY29tcGFueV9uYW1lIjoiSHlwaGVuIFBhcnRuZXJzIiwiYWRkcmVzc19jaXR5IjoiU2luZ2Fwb3JlIiwiaHRpZG9jaWQiOiI3TmFqbzVNRXpoXzZ1ZzhkQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlUybHVaMkZ3YjNKbCIsImdsIjoidXMiLCJobCI6ImVuIn0=,7 days ago,Full-time,,2025-06-17 12:18:04.552744,Quantitative Researcher,Singapore,
Quantitative Research Analyst - 2025 Intern (Asia),Citadel Securities,Singapore,Built In,https://serpapi.com/searches/685140dba2897159788e74d3/images/c7e7bc700ff96a0d8d3a70b46feef803645a07cc77e438843fb5d077b20fe3bc.gif,"['10 days ago', 'Internship']","Job Description
At Citadel Securities, a leading global market maker, our team of quantitative researchers models the markets and brings trading strategies to life every day. Specifically, this team develops and tests automated quant trading strategies using sophisticated statistical techniques. You'll get to challenge the impossible in quantitative research by applying sophisticated and complex statistical techniques to financial markets, some of the most complex data sets in the world.
As an intern, you'll get to challenge the impossible in research through an 11 week program that will allow you to collaborate and connect with senior team members. In addition, you'll get the opportunity to network and socialize with peers throughout the internship.
Your Objectives
• Conceptualize valuation strategies, develop and continuously improve upon mathematical models, and help translate algorithms into code
• Back test and implement trading models and signals in a live trading environment
• Use unconventional data sources to drive innovation
• Conduct research and statistical analysis to build and refine monetization systems for trading signals

Your Skills & Talents
• Bachelor's or master's degree in mathematics, statistics, physics, computer science, or another highly quantitative field
• Strong knowledge of probability and statistics (e.g., machine learning, time-series analysis, pattern recognition, NLP)
• Prior experience working in a data driven research environment
• Experience with translating mathematical models and algorithms into code (Python, R or C++)
• Independent research experience
• Ability to manage multiple tasks and thrive in a fast-paced team environment
• Excellent analytical skills, with strong attention to detail
• Strong written and verbal communication skills

Opportunities available in Hong Kong, Singapore.
About Citadel Securities
Citadel Securities is the next-generation capital markets firm and a leading global market maker. We provide institutional and retail investors with the liquidity they need to trade a broad array of equity and fixed income products in any market condition. The brightest minds in finance, science and technology use powerful, advanced analytics to solve the market's most critical challenges, turning big ideas into real-world outcomes.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2ggQW5hbHlzdCAtIDIwMjUgSW50ZXJuIChBc2lhKSIsImNvbXBhbnlfbmFtZSI6IkNpdGFkZWwgU2VjdXJpdGllcyIsImFkZHJlc3NfY2l0eSI6IlNpbmdhcG9yZSIsImh0aWRvY2lkIjoiUkdUWE5SZHFOZ0RBZ3FLOEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpVMmx1WjJGd2IzSmwiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,10 days ago,Internship,,2025-06-17 12:18:04.552744,Quantitative Researcher,Singapore,
"Associate/AVP, Quantitative Strategist, Sustainability Office",GIC Private Limited,Singapore,Gic.careers,https://serpapi.com/searches/685140dba2897159788e74d3/images/c7e7bc700ff96a0d67640aea03ef63d9aee15280f01d58fe9014766b6b6e948c.gif,"['16 days ago', 'Full-time']","GIC is one of the world’s largest sovereign wealth funds. With over 2,000 employees across 11 locations around the world, we invest in more than 40 countries globally across asset classes and businesses. Working at GIC gives you exposure to an extraordinary network of the world’s industry leaders. As a leading global long-term investor, we Work at the Point of Impact for Singapore’s financial future, and the communities we invest in worldwide.

Sustainability Office (SO)

The Sustainability Office is a centre of excellence for sustainable investing practices that drives GIC’s focus on this area as an enterprise priority. The Office is responsible for (i) partnering with GIC’s investment teams to integrate sustainability-related considerations in the investment process through the co-development of methodologies, tools, and frameworks, (ii) conducting industry-leading sustainability research that informs the firm’s view on financial materiality and direction on sustainability-themed investing, (iii) defining GIC’s public stance on sustainable investing and the metrics used to measure the sustainability performance of the portfolio, and (iv) providing trusted advice to GIC’s clients to support their sustainable investing strategy. These responsibilities are executed in close collaboration with asset class department-level sustainability experts, and with middle office and corporate services leaders.

We are looking for an Associate/AVP Strat to join the Investment Insights Group (IIG) arm of Sustainability Office to drive business value and ideation through data-driven insights.

What will you do as a Quantitative Strategist?
• Conduct research in one or more asset classes to understand how various sustainability themes impact their risk/return drivers in different markets. Derive insights/alpha through quantitative methods and communicate the findings to key stakeholders.
• Develop and maintain robust quantitative models to support market monitoring, idea generation, backtesting and total portfolio management. This include data sourcing internally and externally, cleaning and preparing the required underlying data in a systematic fashion.
• Build out next generation sustainability investment analytics capability to promote efficiency in supporting senior management and for wider usage among various investment teams within GIC.
• Conduct detailed analysis on business requirements and develop solutions to enhance or add new analytical capabilities whilst ensuring quick time-to-market and code reusability.
• Build close partnership and actively collaborate with asset class specialist for the furtherance of sustainability investment analytics.

What makes a successful candidate?
• Bachelor or Master’s degree in quantitative discipline like Economics, Statistics, Engineering, Mathematics and Computer Science
• 3 - 7 years relevant experience in Sustainability application for investing, Financial Modelling or Quant Research role
• In depth data knowledge of sustainability datasets used for insights generation and total portfolio management
• Knowledge and practical application of Machine Learning and Quantitative methods.
• Proficiency in the following programming languages - R, Python, SQL.

Work at the Point of Impact

We need to be forward-looking to attract the right people to help us become the Leading Global Long-term Investor. Join our ambitious, agile, and diverse teams - be empowered to push boundaries and pursue innovative ideas, share your views, and be heard. Be anchored on our PRIME Values: Prudence, Respect, Integrity, Merit and Excellence, which guides us in how we make our day-to-day decisions. We strive to inspire. To make an impact.

Flexibility at GIC

At GIC, our offices are vibrant hubs for ideation, professional growth, and interpersonal connection. At the same time, we believe that flexibility allows us to do our best work and be our best selves. Thus, our teams come into the office four days per week to harness the benefits of in-person collaboration, but have the flexibility to choose which days they work from home and adjust this arrangement as situational needs arise.

GIC is an equal opportunity employer

GIC is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment.

Please email grphrodtaops@gic.com.sg at any point of the application or interview process if adjustments need to be made due to a disability.

Learn more about our Investment Insights Group Department here:

https://gic.careers/departments/sustainability-office/",eyJqb2JfdGl0bGUiOiJBc3NvY2lhdGUvQVZQLCBRdWFudGl0YXRpdmUgU3RyYXRlZ2lzdCwgU3VzdGFpbmFiaWxpdHkgT2ZmaWNlIiwiY29tcGFueV9uYW1lIjoiR0lDIFByaXZhdGUgTGltaXRlZCIsImFkZHJlc3NfY2l0eSI6IlNpbmdhcG9yZSIsImh0aWRvY2lkIjoiRnZzZmlWcXR3cmZJZDYxVUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpVMmx1WjJGd2IzSmwiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,16 days ago,Full-time,,2025-06-17 12:18:04.552744,Quantitative Researcher,Singapore,
Senior Quantitative Systematic Trader,SR Investment Partners,Singapore,LinkedIn Singapore,https://serpapi.com/searches/685140dce9639bddd6592eb7/images/496bbbd191bc6527b3e7e3afe300f229fd4f397ed20643bb92f1844db44a3396.gif,"['5 days ago', 'Full-time']","A renowned Hedge Fund is seeking a talented Systematic Quantitative Trader with experience in Macro, Equities or CTA, mid- or low-frequency who developed his own strategies. The position is based either in Hong Kong or Singapore.

Candidates should come from a quantitative or trading background with a live track record with a traded strategy and can generate quality alpha. This is a collaborative firm with a competitive package.

Key Responsibilities
• Your main objective is to construct trading portfolios in CTA/macro and execute CTA/macro systematic strategies
• Work with CTA/Macro or equities systematic
• Analyse diversified datasets and market dynamics (slippage/access/pattern)
• Identify trading opportunities in macro portfolios
• Share and discuss results with other team members – a collaborative approach
• Implement and monitor alpha signals and the relevant datasets
• Construct macro portfolio
• Focus on Asian markets
• You would lead the full strategy research cycle from signal generation to implementation
• Deliver successful systematic strategies

Experience
• 7-10 years of experience
• Solid understanding of macro market/CTA
• Previous work experience in leading global hedge funds
• Advanced degree in a quantitative field such as data science, statistics, mathematics, physics or engineering
• Experience with mid or low-frequency trading
• Experience building systematic portfolios from scratch
• Beneficial to have knowledge of statistics, machine learning, NLP or AI
• Coding skills in at least one of the programming languages (Python, R, Matlab and /or C++, C#)
• Experience in exploring large datasets across multiple time frames
• Desire to work in a collaborative environment and share results of research and data analysis with colleagues

Location: Hong Kong or Singapore

Salary: Competitive (HKD) + Bonus

REFER A FRIEND

If you're interested in this opportunity, forward you're CV ASAP. Alternatively, if you would like to know more information or have a confidential discussion please contact Shanaz Rob - call on +44 (0)203 603 4474 or info@srinvestmentpartners.com for more details

Follow our page for updates: https://www.linkedin.com/company/srinvestmentpartners",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUXVhbnRpdGF0aXZlIFN5c3RlbWF0aWMgVHJhZGVyIiwiY29tcGFueV9uYW1lIjoiU1IgSW52ZXN0bWVudCBQYXJ0bmVycyIsImFkZHJlc3NfY2l0eSI6IlNpbmdhcG9yZSIsImh0aWRvY2lkIjoiMkdsQWJlSnRPMG1fUVFfX0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpVMmx1WjJGd2IzSmwiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,5 days ago,Full-time,,2025-06-17 12:18:05.340540,Quantitative Researcher,Singapore,
Quantitative Researcher Fx Mft,Quantitative Talent,Singapore,Jobs Trabajo.org,https://serpapi.com/searches/685140dce9639bddd6592eb7/images/496bbbd191bc65279dede12229f56cbd99aa9f20fd8367f7f8a4dca38b284994.gif,"['9 days ago', 'Full-time']","**Responsibilities**:

- Conduct research and analysis to identify new trading opportunities and optimize existing MFT FX trading strategies
- Develop and implement mathematical models and statistical analysis tools to support trading strategy development and evaluation
- Collaborate with other researchers and traders to develop and refine trading strategies
- Analyze large datasets to identify patterns and trends in the FX markets
- Design and implement backtesting and simulation tools to evaluate trading strategies
- Stay up-to-date with the latest developments in the MFT FX trading industry and incorporate new techniques and technologies into the firms trading strategies
- Communicate research findings and trading recommendations to other team members and senior management
- Minimum of 3 years of experience as a Quantitative Researcher specializing in MFT FX strategies at a reputable trading firm - Strong knowledge of the FX markets and related products, including algorithmic trading, statistical arbitrage, and market microstructure - Proven track record of success in developing profitable MFT FX trading strategies - Excellent analytical and quantitative skills, with a strong understanding of advanced mathematical concepts and statistical analysis - Extensive programming skills in C++ and Python - Experience with database technologies and data manipulation tools such as SQL and Pandas - Ability to work effectively in a fast-paced and dynamic trading environment - Strong communication and interpersonal skills, with the ability to work collaboratively as part of a team - Bachelor's or Master's degree in a related field, such as mathematics, computer science, or finance",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlciBGeCBNZnQiLCJjb21wYW55X25hbWUiOiJRdWFudGl0YXRpdmUgVGFsZW50IiwiYWRkcmVzc19jaXR5IjoiU2luZ2Fwb3JlIiwiaHRpZG9jaWQiOiJ4UXQ4Sy1Cel95ZEVqMXpEQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlUybHVaMkZ3YjNKbCIsImdsIjoidXMiLCJobCI6ImVuIn0=,9 days ago,Full-time,,2025-06-17 12:18:05.340540,Quantitative Researcher,Singapore,
Quant Researcher,NK Securities Research,Singapore (+2 others),Built In,https://serpapi.com/searches/685140dce9639bddd6592eb7/images/496bbbd191bc65275be808d1de51cc746bcec85a5f72bdb9a27fdf2077e35cd4.gif,"['15 days ago', 'Full-time']","NK Securities Research is a leading financial firm that leverages cutting edge technology and sophisticated algorithms to trade the financial markets. Founded in 2011, we have gained invaluable experience in the field of High Frequency Trading across different asset classes.

Responsibilities:
As a Quantitative Researcher, you will:
• Develop and enhance trading models using our in-house platform
• Analyze extensive financial data sets to unearth trading opportunities
• Provide analytical support to our experienced traders
• Develop predictive models for market movements
• Mentor interns and freshers, grooming them as future teammates

Qualifications:
The ideal candidate will possess:
• A degree in Computer Science, Mathematics, or Engineering from a leading institution.
• 0-2 years of relevant work experience.
• Exceptional analytical and problem-solving skills.
• Proficiency in programming, particularly in C++ or C.
• Working knowledge of Linux, Python, and shell scripting.
• A curious mindset and a passion for understanding complex systems.
• A disciplined and consistent work ethic.
• Strong communication and interpersonal skills.
• Previous experience in a startup or the High-Frequency Trading (HFT) industry will be an added advantage.

What We Offer:
• Competitive salary package
• Opportunity to work in a dynamic and collaborative environment
• Career growth and development opportunities
• Catered breakfast and lunch
• Annual international and domestic trips
• Monthly team dinners",eyJqb2JfdGl0bGUiOiJRdWFudCBSZXNlYXJjaGVyIiwiY29tcGFueV9uYW1lIjoiTksgU2VjdXJpdGllcyBSZXNlYXJjaCIsImFkZHJlc3NfY2l0eSI6IlNpbmdhcG9yZSIsImh0aWRvY2lkIjoiRW1DNUhSckNhQWg2bXlZMEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpVMmx1WjJGd2IzSmwiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,15 days ago,Full-time,,2025-06-17 12:18:05.340540,Quantitative Researcher,Singapore,
