title,company_name,location,via,thumbnail,extensions,description,job_id,posted_at,schedule_type,salary,date_time,search_term,search_location,work_from_home
Quantitative Researcher/ Equity,Millennium,Hong Kong,GrabJobs,https://serpapi.com/searches/685141f35c4bf4ec232af187/images/c29926ea6b3d4612b861178f6c1defff346098a1da1ca1048e6ea10d051505b6.gif,"['29 days ago', 'Full-time']","Quantitative Researcher, Equity

Job Description:

Quantitative Researcher as part of a collaborative London-based team, with a focus on systematic equity strategies.

Preferred Location:

Asia office (Singapore, Hong Kong, Tokyo)

Principal Responsibilities:

Working alongside the SPM on alpha research, with a primary focus on: idea generation, data gathering and research/analysis, model implementation and backtesting for systematic equity strategies - typically approaching ideas from an Asian perspective, but applying them globally
Combine sound financial insights and statistical learning techniques to explore, analyze, and harness a large variety of datasets in order to build strong predictive models which will be deployed to the investment process
Continuously fine tune Asia portfolio's optimization
Conduct risk analysis of live performance and pnl attribution
Handling live trading operations in Asia market including failed orders, futures trading/rolling.

Preferred Technical Skills:

Strong research and programming skills in Python are necessary
Masters or PhD degree in a quantitative subject such as Computer Science, Applied Mathematics, Statistics, or related field from a top ranked university

Preferred Experience:

1-3 years of experience with cash equities strategies doing alpha research
Experience with trading in Asian markets. Familiarity with Asia market's distinctive characteristics such as stamp cost, financing, no short constraints etc is preferred.
Demonstrated ability to understand fundamental and event related data and experience with alternative data sources

Highly Valued Relevant Experience:

Strong economic intuition and critical thinking
Product experience in statistical arbitrage strategies

Target Start Date:

As soon as possible

Original job Quantitative Researcher/ Equity posted on GrabJobs ©. To flag any issues with this job please use the Report Job button on GrabJobs.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlci8gRXF1aXR5IiwiY29tcGFueV9uYW1lIjoiTWlsbGVubml1bSIsImFkZHJlc3NfY2l0eSI6IkhvbmcgS29uZyIsImh0aWRvY2lkIjoiSWkwamhjTWM3YjBudnVySEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpTRzl1WnlCTGIyNW4iLCJnbCI6InVzIiwiaGwiOiJlbiJ9,29 days ago,Full-time,,2025-06-17 12:22:46.666275,Quantitative Researcher,Hong Kong,
Experienced Quantitative Researcher,Quantbox Research,Hong Kong (+3 others),Built In,https://serpapi.com/searches/685141f35c4bf4ec232af187/images/c29926ea6b3d46128bb14957e92ba7f4c0809b8dbdaac7ffeacb14102005eca9.gif,"['20 days ago', 'Full-time']","Quantbox is a technology-driven Proprietary trading firm that specializes in systematic alpha research and electronic market-making on various exchanges. We trade across a multitude of asset classes and trading venues with significant market share and are looking for experienced Quantitative Researchers to join our team. As a Quantitative Researcher, you will be working with experienced traders and developers to research and develop new systematic HFT market making strategies leveraging our existing technology and infrastructure.

Quantbox encourages Bachelor’s, Master’s and PhD students in computer science, mathematics and related fields to apply. Additional requirements include:
• Deep experience in high frequency trading
• Live high frequency trading experience for at least 2 years.
• PnL track record with excellent Sharpe ratios.
• Taking pride in building solutions using Python, R, kdb+ or C++
• Desire to work in a small collaborative environment
• Degree from top tier college or university a plus
• A passion for new technologies and ideas
• Strong communication skills

Quantbox is a place of friends and colleagues, where people convert their passion into action. We believe in togetherness that brings out the best in ourselves and our Company. Our open and casual work culture gives you the space to innovate and deliver. Everyone on the team is approachable.
Employee remuneration packages are reviewed regularly to ensure that they remain competitive. In recognition of our employees’ contributions and performance, for full time permanent roles we provide:
• Competitive compensation
• 4 Weeks of paid vacation
• Medical insurance
• International team outing

Quantbox is an equal opportunities employer.",eyJqb2JfdGl0bGUiOiJFeHBlcmllbmNlZCBRdWFudGl0YXRpdmUgUmVzZWFyY2hlciIsImNvbXBhbnlfbmFtZSI6IlF1YW50Ym94IFJlc2VhcmNoIiwiYWRkcmVzc19jaXR5IjoiSG9uZyBLb25nIiwiaHRpZG9jaWQiOiJUMHpyVWtQcFdzeTROekVoQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlNHOXVaeUJMYjI1biIsImdsIjoidXMiLCJobCI6ImVuIn0=,20 days ago,Full-time,,2025-06-17 12:22:46.666275,Quantitative Researcher,Hong Kong,
Senior Quant Researcher,A Leading Capital Company,Hong Kong,Jobs In Hong Kong - CTgoodjobs,,"['11 days ago', 'Full-time']","• Research and develop long-short equity strategies for the overseas stoke markets;
• Analyze large volumes of financial data using statistical and machine learning techniques to identify effective market signals;
• Build and maintain quantitative models, conduct back testing and optimization;
• Collaborate with the trading team to monitor the performance of quantitative strategies and adjust them in response to market changes;
• Stay updated on the latest quantitative research techniques and market trends to continuously improve research methods and strategies；

Requirements：
• Master's degree or above from key domestic and international universities, majoring in mathematics, physics, computer science, financial engineering or other science and engineering fields, or having a highly relevant interdisciplinary background such as quantitative analysis and quantitative trading;
• Familiar with trading rules in overseas markets (US/Hong Kong), with rich trading experience, and those who have worked in overseas quantitative hedge funds for more than 3 years are preferred;
• Have excellent programming skills, proficient in Python/C++, and familiarity with C#/Rust is a plus;
• Have a solid foundation in mathematics and statistics, be highly sensitive to data, and have in-depth practical research experience in related fields such as machine learning is preferred;
• Have a passion for quantitative investment, be committed to long-term development in the quantitative industry, and possess a spirit of teamwork.
• All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUXVhbnQgUmVzZWFyY2hlciIsImNvbXBhbnlfbmFtZSI6IkEgTGVhZGluZyBDYXBpdGFsIENvbXBhbnkiLCJhZGRyZXNzX2NpdHkiOiJIb25nIEtvbmciLCJodGlkb2NpZCI6InUyUnNxRkRwamlEQzkxUnRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKU0c5dVp5QkxiMjVuIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,11 days ago,Full-time,,2025-06-17 12:22:46.666275,Quantitative Researcher,Hong Kong,
"Quantitative Researcher, Equity",Millennium,,BeBee HK,,"['8 days ago', 'Full-time']","Quantitative Researcher, Equity Role at Millennium

This role involves working collaboratively as part of a London-based team, focusing on systematic equity strategies.
Main Responsibilities
• Collaborate with the SPM on alpha research, primarily focusing on idea generation, data gathering, research/analysis, model implementation, and backtesting for systematic equity strategies, approaching ideas from an Asian perspective but applying them globally.
• Utilize sound financial insights and statistical learning techniques to explore, analyze, and harness various datasets to build predictive models for deployment in the investment process.
• Optimize the Asia portfolio continuously.
• Conduct risk analysis of live performance and perform PnL attribution.
• Handle live trading operations in the Asian markets, including managing failed orders, futures trading, and rolling.
Required Technical Skills
• Strong research and programming skills in Python.
• Masters or PhD in a quantitative field such as Computer Science, Applied Mathematics, or Statistics from a top-ranked university.
Desirable Experience
• 1-3 years' experience in cash equities strategies, focusing on alpha research.
• Experience with trading in Asian markets, with familiarity with market characteristics such as stamp costs, financing, and no short constraints.
• Ability to understand fundamental and event-related data, with experience using alternative data sources.
Highly Valued Relevant Experience
• Strong economic intuition and critical thinking skills.
• Product experience in statistical arbitrage strategies.
Additional Details

Entry level position, full-time employment, finance and sales job function, investment management industry.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlciwgRXF1aXR5IiwiY29tcGFueV9uYW1lIjoiTWlsbGVubml1bSIsImh0aWRvY2lkIjoiV01Oa296N0FPdlpyd3hPTEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpTRzl1WnlCTGIyNW4iLCJnbCI6InVzIiwiaGwiOiJlbiJ9,8 days ago,Full-time,,2025-06-17 12:22:46.666275,Quantitative Researcher,Hong Kong,
Algorithmic Quantitative Analyst – Electronic Trading,Macquarie Group Limited,Hong Kong,Glassdoor,https://serpapi.com/searches/685141f627c2b0b5950b8c48/images/9eb035d76a387c06eb00fcdccf688ceedcbf64ea10dc2be324cd98bf50f2a926.gif,"['19 days ago', 'Full-time']","Join our highly-rated Electronic Execution team in Hong Kong and help further expand our market reach across Asia. You will work within a supportive and high performing team to explore and analyse innovative quantitative investment strategies in an entrepreneurial and collaborative culture.

At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 34 markets and with 55 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and drives outcomes.

What role will you play?

Working across product, execution and technology teams, you will focus on the development and enhancement of our algorithmic trading strategies and actively contribute to the full development cycle of our electronic trading product. You will research market microstructure, develop and test algo trading models and price signals, monitor and evaluate performance via transaction cost analysis, as well as drive ongoing optimization efforts on our algo wheel configurations.

In addition, you will work together with sales and execution teams to provide quantitative advice with a client-centric approach supporting a diverse client group across all regions on our global platform.

What you offer
• Self-motivated team player with a logical and analytical mindset, strong drive to succeed and willingness to learn as well as intellectual curiosity and a passion for continuous learning and problem-solving.
• Exceptional verbal communication skills in English and the ability to communicate technical ideas succinctly with a commercial mindset
• Strong programming skills in Python and proficiency in major programming languages like C# kdb/q and SQL
• Experience within Asia and exposure to global equity markets with a strong understanding of market microstructure
• 5+ years’ relevant experience with quantitative analysis gained in electronic execution and/or algo trading
• A PhD and/or Masters’ degree in a quantitative, mathematics, physics, computer science, machine learning or similar discipline

We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.

About Macquarie Capital

Macquarie Capital partners with businesses, startups and governments to connect ideas to capital and help drive innovation, growth and create real-world impact. Our global corporate advisory, investing, development and equities capabilities are underpinned by a full spectrum of capital markets solutions and deep sector expertise, with a focus on infrastructure and real assets, technology, software and services, and resources, energy and materials.

Benefits

Macquarie employees can access a wide range of benefits which, depending on eligibility criteria, include:
• Hybrid and flexible working arrangements
• One wellbeing leave day per year
• Up to 20 weeks paid parental leave as well as benefits to support you as you transition to life as a working parent
• Paid volunteer leave and donation matching
• Other benefits to support your physical, mental and financial wellbeing
• Access a wide range of learning and development opportunities

Our commitment to diversity, equity and inclusion

We are committed to fostering a diverse, equitable and inclusive workplace. We encourage people from all backgrounds to apply and welcome all identities, including race, ethnicity, cultural identity, nationality, gender (including gender identity or expression), age, sexual orientation, marital or partnership status, parental, caregiving or family status, neurodiversity, religion or belief, disability, or socio-economic background. We welcome further discussions on how you can feel included and belong at Macquarie as you progress through our recruitment process.

Our aim is to provide reasonable adjustments to individuals who may need support during the recruitment process and through working arrangements. If you require additional assistance, please let us know in the application process.",eyJqb2JfdGl0bGUiOiJBbGdvcml0aG1pYyBRdWFudGl0YXRpdmUgQW5hbHlzdCDigJMgRWxlY3Ryb25pYyBUcmFkaW5nIiwiY29tcGFueV9uYW1lIjoiTWFjcXVhcmllIEdyb3VwIExpbWl0ZWQiLCJhZGRyZXNzX2NpdHkiOiJIb25nIEtvbmciLCJodGlkb2NpZCI6InlBbEZDOVU5Z2s5T05WNWZBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKU0c5dVp5QkxiMjVuIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,19 days ago,Full-time,,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
Senior Quant Researcher / Portfolio Manager - China ETF Arbitrage Strategies,Principle Partners,Hong Kong,LinkedIn,https://serpapi.com/searches/685141f627c2b0b5950b8c48/images/9eb035d76a387c061fb46ffb446f9d126636c8c9e8199f001ae612fe709f4ef7.gif,"['25 days ago', 'Full-time']","We're assisting a top-tier global quant fund in seeking a talented Senior Quant Researcher / Portfolio Manager who specialised in China market, focusing on ETF arbitrage strategies to join their team.

Role Overview:

As a Senior Quant Researcher / Portfolio Manager, you will design, develop, and implement arbitrage strategies for China-listed ETFs. You will work closely with our quant research, trading, and technology teams to drive alpha generation and portfolio performance.

Key Responsibilities
• Develop and optimize quantitative models for ETF arbitrage in China markets.
• Conduct in-depth research on market microstructure, liquidity, and pricing inefficiencies.
• Backtest and validate trading strategies using historical and real-time data.
• Manage portfolio risk and monitor strategy performance in live trading.
• Collaborate with technology teams to enhance trading infrastructure and execution.
• Stay updated on regulatory changes and market developments in China’s financial markets.

Qualifications
• Advanced degree (Ph.D. or Master’s) in Finance, Mathematics, Statistics, Computer Science, or a related quantitative field.
• 5+ years of experience in quantitative research or portfolio management, with a focus on ETF arbitrage or high-frequency trading.
• Deep understanding of China’s equity and ETF markets, including A-shares and cross-border products.
• Proficiency in programming languages such as Python, R, or C++ for data analysis and strategy development.
• Strong knowledge of statistical modeling, machine learning, and time-series analysis.
• Experience with market data platforms (e.g., Bloomberg, Wind) and trading systems.
• Excellent problem-solving skills and ability to work in a fast-paced environment.
• Fluency in Mandarin and English is preferred.",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUXVhbnQgUmVzZWFyY2hlciAvIFBvcnRmb2xpbyBNYW5hZ2VyIC0gQ2hpbmEgRVRGIEFyYml0cmFnZSBTdHJhdGVnaWVzIiwiY29tcGFueV9uYW1lIjoiUHJpbmNpcGxlIFBhcnRuZXJzIiwiYWRkcmVzc19jaXR5IjoiSG9uZyBLb25nIiwiaHRpZG9jaWQiOiJKcmJ4RVdxdGpOYjVicnFmQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlNHOXVaeUJMYjI1biIsImdsIjoidXMiLCJobCI6ImVuIn0=,25 days ago,Full-time,,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
Off-Cycle Trading Intern - Quantitative Trading Intern,Millennium Capital Management (Hong Kong) LTD.,Hong Kong,Workday,,"['13 days ago', 'Full-time']","Off-Cycle Trading Intern - Quantitative Trading Intern Job Function Summary We are currently looking for off cycle interns. The successful candidate will work closely with our portfolio managers, traders and quantitative researcher. If this sounds like the kind of position you thrive in, we’d love to hear from you. As an Intern, your primary responsibilities will include: Research and optimizing the trading strategies of the desk, eventually leading to automated trading signals; Evaluation, integration and analysis of data according business need, including for LLM applications; Support coding quantitative models and utilize machine learning/AI techniques and tools; Help with various work including data analysis, report generation, bespoken research projects. Requirements: Currently enrolled in a Phd or Master's Program in computer science, mathematics, operational research and similar quantitative fields; Applicants must be able to commit to on a full-time basis, for 3 months anytime from June 2025; Interested in financial market analysis; Strong analytical and quantitative skills; Programming and coding proficiency using Python would be a must. Main focus is for data analysis, financial modelling and AI applications; Familiarity with statistics and machine learning packages in python, including Pandas, Scipy, Scikit-learn, PyTorch and TensorFlow, as well as GCP and AWS applications will be a plus. CLICK THIS LINK TO APPLY AT OUR NEW CAREER SITE Prior applicants - If you have previously applied, your application has been moved to our new career site. Follow the link above. Self-ID – if you are here to complete Self-ID, please login if needed then click ‘candidate home’ button on the top right of this page.",eyJqb2JfdGl0bGUiOiJPZmYtQ3ljbGUgVHJhZGluZyBJbnRlcm4gLSBRdWFudGl0YXRpdmUgVHJhZGluZyBJbnRlcm4iLCJjb21wYW55X25hbWUiOiJNaWxsZW5uaXVtIENhcGl0YWwgTWFuYWdlbWVudCAoSG9uZyBLb25nKSBMVEQuIiwiYWRkcmVzc19jaXR5IjoiSG9uZyBLb25nIiwiaHRpZG9jaWQiOiJPUEZyYThHZFRtaHBtUUp3QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlNHOXVaeUJMYjI1biIsImdsIjoidXMiLCJobCI6ImVuIn0=,13 days ago,Full-time,,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
Quantitative Strategist,Qube Research & Technologies,Hong Kong,Built In,https://serpapi.com/searches/685141f627c2b0b5950b8c48/images/9eb035d76a387c06c1a30ff39775b734af738bcf0564182aeba7236b1ee611bc.gif,"['13 days ago', 'Full-time']","Qube Research & Technologies (QRT) is a global quantitative and systematic investment manager, operating in all liquid asset classes across the world. We are a technology and data driven group implementing a scientific approach to investing. Combining data, research, technology, and trading expertise has shaped our collaborative mindset, which enables us to solve the most complex challenges. QRT’s culture of innovation continuously drives our ambition to deliver high quality returns for our investors.

Your future role within QRT
• Your core objective is to deliver high quality analytics of trading and production data and provide senior management with strategic outputs
• Develop new reports and analysis tools in order to help traders and researchers manage their risk on a daily basis
• Leverage your trading and market expertise by sharing production results and methodology with other traders and researchers
• Contribute to portfolio management through periodic strategic deep dives and improved continuous monitoring

Your present skillset
• Advanced degree in a quantitative field such as data science, statistics, mathematics, physics or engineering
• Coding skills required in at least one programming language (e.g. Python + SQL, VBA) and capacity to work on large datasets
• Experience in finance is a plus
• Excellent communication skills

Your enhanced experience and learning opportunities at QRT
• Mentorship from industry professionals
• Detailed practical hands-on experience with portfolio management and analysis
• Contribution to high level decision making on global businesses
• Exposure to large scale data analysis technology
• Experience in a collaborative and collegial corporate environment

QRT is an equal opportunity employer. We welcome diversity as essential to our success. QRT empowers employees to work openly and respectfully to achieve collective success. In addition to professional achievement, we are offering initiatives and programs to enable employees achieve a healthy work-life balance.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgU3RyYXRlZ2lzdCIsImNvbXBhbnlfbmFtZSI6IlF1YmUgUmVzZWFyY2ggXHUwMDI2IFRlY2hub2xvZ2llcyIsImFkZHJlc3NfY2l0eSI6IkhvbmcgS29uZyIsImh0aWRvY2lkIjoieTlmYnVQRm5sb2wtS2RrZUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpTRzl1WnlCTGIyNW4iLCJnbCI6InVzIiwiaGwiOiJlbiJ9,13 days ago,Full-time,,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
"Global Banking & Markets, FICC, Systematic Market Making FX Quant Researcher/ Strategist, Analy[...]","Goldman Sachs Group, Inc.",Hong Kong,JobLeads,https://serpapi.com/searches/685141f627c2b0b5950b8c48/images/9eb035d76a387c06711254f42ce50e29c0c333747b785e436e91057beb8efc2f.gif,"['7 days ago', 'HK$600K–HK$1M a year', 'Full-time', 'No degree mentioned']","FICC SMM is a cross-asset systematic market making business covering FX, commodities, interest rates, and credit. As a forefront player in automated trading, we adeptly manage both financial and operational risks to drive success. We are seeking a highly skilled Quant Researcher / Strategist in Hong Kong, specializing in FX, to enhance our spot and forward eTrading operations.

In this pivotal role, you will be instrumental in advancing our trading and risk management frameworks, spearheading innovative research and development of market-making strategies. Additionally, you will play a crucial role in expanding our client franchise within the region, working closely with our Trading and Sales teams to deliver exceptional value and service.

If you are passionate about leveraging quantitative research to drive market-making excellence and thrive in a fast-paced, collaborative environment, we invite you to be part of our cutting-edge team.
Principal Responsibilities
• Close collaboration with SMM FX trading to develop systems and infrastructure to drive the SMM FX business
• Conduct research and development of market making strategies
• Analysis of our pricing and hedging including analysis of large data sets to drive strategic improvements to our electronic trading
• Work productively with people across the firm including sales, tech, trading, operations
• Understand the regulatory and supervisory environment and demonstrate ownership of our obligations and responsibilities under this.
Experience/Skills
• Proven ability to analyze data and draw useful commercial conclusions
• Proficiency in C++/Java or other object-oriented programming languages, Python and SQL is a plus.
• Working experience with large data and machine learning experience is a plus.
• Track record of learning new skills and adapting to new technologies
• Ability to communicate and work collaboratively within team and with other parts of the firm, e.g. voice trading, other technology teams and functions like economic research which have varying levels of technical knowledge
• Demonstrated understanding of and engineering of a safe operating environment, particularly regarding the control environment around electronic trading",eyJqb2JfdGl0bGUiOiJHbG9iYWwgQmFua2luZyBcdTAwMjYgTWFya2V0cywgRklDQywgU3lzdGVtYXRpYyBNYXJrZXQgTWFraW5nIEZYIFF1YW50IFJlc2VhcmNoZXIvIFN0cmF0ZWdpc3QsIEFuYWx5Wy4uLl0iLCJjb21wYW55X25hbWUiOiJHb2xkbWFuIFNhY2hzIEdyb3VwLCBJbmMuIiwiYWRkcmVzc19jaXR5IjoiSG9uZyBLb25nIiwiaHRpZG9jaWQiOiJHUFZZZGkxa0dfQW8tdTNSQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlNHOXVaeUJMYjI1biIsImdsIjoidXMiLCJobCI6ImVuIn0=,7 days ago,Full-time,HK$600K–HK$1M a year,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
AM - Prop - Vol Trading - Quantitative Developer (Python),Amber Group,Hong Kong,Glassdoor,https://serpapi.com/searches/685141f627c2b0b5950b8c48/images/9eb035d76a387c069653003866f378e6c6089d86f049195a08e0f7814a802526.gif,"['7 days ago', 'Full-time']","Amber Group is a global leading digital asset company providing crypto financial services to both institutional and high-net-worth investors globally.

We offer best-in-class liquidity solutions and cutting-edge trading infrastructure across major exchanges, applications, and networks. With over $1 trillion in cumulative trading volume, our deep liquidity helps power the digital asset ecosystem.

Beyond trading, our full-suite of offerings includes wealth management, lending and investing products. But at our core, we focus on building strong relationships and delivering personalized service to help clients navigate this fast-growing industry.

At Amber, security is our #1 priority. We have invested years of effort and millions of dollars in cybersecurity, crypto-security, and operational security across the firm, with industry-leading certifications like SOC 2 Type II and ISO 27001.

Powered by a 400+ team of traders, technologists and engineers operating 24/7 globally, our technology and research capabilities are world-class. Yet we remain entrepreneurial, always seeking fresh ideas and risks worth taking. We are always interested in people who have an appetite for taking calculated risk, demonstrate a high level of original thinking and intellectual curiosity.

Role and Responsibilities:
• Collaborate with quantitative researchers to integrate trading strategies into production systems.
• Refine and integrate existing trading systems and architectures to enhance strategies performance.
• Optimize existing codebases for low latency and efficiency in a real-time trading environment.
• Work closely with quantitative researcher teams to gather business needs and deliver high-quality solutions.

Qualifications:
• Bachelor’s or Master’s degree in Computer Science, Engineering or a related field.
• Proven experience in software development, preferably in a quantitative finance environment.
• Strong programming skills in Python, with familiarity in other high-performance languages such as C++.
• Strong understanding of Linux developing environment.
• Excellent problem-solving abilities and attention to detail.
• Strong communication skills and ability to work collaboratively in a team-oriented environment.",eyJqb2JfdGl0bGUiOiJBTSAtIFByb3AgLSBWb2wgVHJhZGluZyAtIFF1YW50aXRhdGl2ZSBEZXZlbG9wZXIgKFB5dGhvbikiLCJjb21wYW55X25hbWUiOiJBbWJlciBHcm91cCIsImFkZHJlc3NfY2l0eSI6IkhvbmcgS29uZyIsImh0aWRvY2lkIjoicG10Y1prM1dTMERGdkEyR0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpTRzl1WnlCTGIyNW4iLCJnbCI6InVzIiwiaGwiOiJlbiJ9,7 days ago,Full-time,,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
Quant Researcher - HFT - Top rated global hedge fund (open to Hong Kong and Singapore),BAH Partners,Hong Kong,Jooble,,"['28 days ago', 'Full-time', 'No degree mentioned']","About the Hedge Fund

My client is a tier one global hedge fund with a strong presence in the APAC region.

The team:

They have a global team spanning across Europe, the US, and APAC, focusing on Systematic Trading for Equity Statistical Arbitrage, Options, and Futures Trading . Currently, they are actively seeking candidates for positions in Singapore and Hong Kong.

Available Roles:

Quant Researcher - High-Frequency Trading (Singapore)
• They are looking for Quant Researchers with a strong background in High-Frequency Trading.
• Proficiency in C++ is preferred as you will be responsible for developing, implementing, and back testing trading strategies.
• Your expertise in research, portfolio construction, and knowledge of APAC market nuances, especially in China and India, will be crucial for this role.
• Experience in execution research, particularly in a banking environment, would be beneficial.

Quant Researcher - Mid-Frequency Trading (Singapore/Hong Kong)
• Candidates with strong Python skills are sought after for this role.
• As a well-rounded Quant Researcher, you will contribute to research, portfolio construction, and alpha generation.
• Knowledge of APAC market nuances, especially in China and India, will be advantageous.
• This role is open to candidates from both sell-side and buy-side backgrounds.
• Experience in electronic trading and comfort with scripting and monitoring are required.

If you are interested in this position or would like to explore other opportunities, please send your detailed resume to [email redacted, apply via Company website] or call 查看ctgoodjobs.hk上的电话号码 for a confidential discussion.

BAH Partners is the leading supplier of the best technology talent to Asia Pacific’s best technology-driven organizations across the banking, trading, FinTech and e-commerce sectors.

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.",eyJqb2JfdGl0bGUiOiJRdWFudCBSZXNlYXJjaGVyIC0gSEZUIC0gVG9wIHJhdGVkIGdsb2JhbCBoZWRnZSBmdW5kIChvcGVuIHRvIEhvbmcgS29uZyBhbmQgU2luZ2Fwb3JlKSIsImNvbXBhbnlfbmFtZSI6IkJBSCBQYXJ0bmVycyIsImFkZHJlc3NfY2l0eSI6IkhvbmcgS29uZyIsImh0aWRvY2lkIjoiOG5yVUlpWm1GZDdYSXpFWkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpTRzl1WnlCTGIyNW4iLCJnbCI6InVzIiwiaGwiOiJlbiJ9,28 days ago,Full-time,,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
Experienced Quant Researcher/Trader/PM,Selby Jennings,Hong Kong,Jobs In Hong Kong - CTgoodjobs,,"['28 days ago', 'Full-time', 'No degree mentioned']","I am currently partnering with multiple multi-billion hedge funds and world's leading HFT firms in APAC ( Hong Kong, Singapore, Mainland China, Australia, Dubai and more ) that are looking to build out their teams and hire experienced Quant Researchers/Traders and Portfolio Managers ( Exclusive and Confidential)

Please feel free to reach out directly on linkedin or email

Responsibilities :
• Develop alphas & signals that predict future price returns
• Work closely with developers for production implementation
• Parse data sets to be used for future alpha development

Required Skills :
• Experience applying statistical analysis on large data sets
• Programming skills necessary to translate ideas into python code

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.",eyJqb2JfdGl0bGUiOiJFeHBlcmllbmNlZCBRdWFudCBSZXNlYXJjaGVyL1RyYWRlci9QTSIsImNvbXBhbnlfbmFtZSI6IlNlbGJ5IEplbm5pbmdzIiwiYWRkcmVzc19jaXR5IjoiSG9uZyBLb25nIiwiaHRpZG9jaWQiOiIyYkdCRk44TzFBNzV5cEVwQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlNHOXVaeUJMYjI1biIsImdsIjoidXMiLCJobCI6ImVuIn0=,28 days ago,Full-time,,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
Quantitative Research Intern,Point72,Hong Kong,Recruit.net,https://serpapi.com/searches/685141f627c2b0b5950b8c48/images/9eb035d76a387c06f97ccb93361384a69e8a9aaa6177b169bf764f8a91bf821b.gif,"['1 day ago', 'Full-time']","Role:

This is an opportunity for students and researchers of advanced statistical learning methods to join one of our PM teams and apply these techniques to systematic trading. As an intern, you will engage in one or more innovative research projects under the mentorship of seasoned professionals, across different subjects in alpha research, risk modeling, and portfolio construction.

Responsibilities:
• Conduct independent research with guidance and direction from the team.
• Manage all aspects of the research process, including but not limited to: literature review, data collection and analysis, hypothesis testing, model development, optimal implementation, and performance evaluation.
• Develop the production modules and analytical tools necessary to integrate research outcomes into a live trading environment.

Desirable Candidates:
• BS, MS or PhD candidates in finance, economics, statistics, computer science, mathematics, physics, engineering or other quantitative discipline.
• Demonstrated ability to conduct independent research utilizing large data sets.
• Strong programming skills in at least one of the following: R, Python, Rust, Julia, C++, MATLAB.
• Strong foundation in statistical training and economic intuition.
• Analytical, detail-oriented, and results-driven mindset.
• Proficiency in communicating complex technical details and numerical results in a transparent, logical, and structured manner.
• A strong track record of taking ownership at work, both independently and within a small team.
• Intellectual curiosity and passion for quantitative finance.
• Prior experience in the financial industry is a plus.
• Commitment to the highest ethical standards.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2ggSW50ZXJuIiwiY29tcGFueV9uYW1lIjoiUG9pbnQ3MiIsImFkZHJlc3NfY2l0eSI6IkhvbmcgS29uZyIsImh0aWRvY2lkIjoidlF5bnNwYmJoODRxNUZnTkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpTRzl1WnlCTGIyNW4iLCJnbCI6InVzIiwiaGwiOiJlbiJ9,1 day ago,Full-time,,2025-06-17 12:22:47.895100,Quantitative Researcher,Hong Kong,
